Record_ID,Latitude,Longitude,Reef_Zone,Depth_m,Structural_Rugosity,Live_Coral_Cover_Pct,Macroalgae_Cover_Pct,Scientific_Attribution
4501,16.32198,-86.56072,Back Reef,7.73,2.0,26.8,36.28,Resultado obtenido mediante prototipo computacional del gemelo digital
4502,16.3322,-86.5636,Back Reef,7.82,2.07,27.61,50.61,Resultado obtenido mediante prototipo computacional del gemelo digital
4503,16.31145,-86.54639,Back Reef,8.28,2.07,31.15,26.85,Resultado obtenido mediante prototipo computacional del gemelo digital
4504,16.32534,-86.5616,Back Reef,8.0,2.04,27.77,37.09,Resultado obtenido mediante prototipo computacional del gemelo digital
4505,16.30696,-86.54025,Back Reef,8.19,2.03,29.74,45.39,Resultado obtenido mediante prototipo computacional del gemelo digital
4506,16.32066,-86.53985,Back Reef,8.15,2.07,28.54,36.72,Resultado obtenido mediante prototipo computacional del gemelo digital
4507,16.32491,-86.55368,Back Reef,7.69,2.09,31.94,25.78,Resultado obtenido mediante prototipo computacional del gemelo digital
4508,16.31206,-86.55999,Back Reef,8.05,2.05,28.66,26.73,Resultado obtenido mediante prototipo computacional del gemelo digital
4509,16.32295,-86.55093,Back Reef,8.27,2.08,27.36,44.09,Resultado obtenido mediante prototipo computacional del gemelo digital
4510,16.31075,-86.5557,Back Reef,8.33,2.08,30.11,37.33,Resultado obtenido mediante prototipo computacional del gemelo digital
4511,16.31378,-86.54276,Back Reef,8.28,2.09,29.98,41.28,Resultado obtenido mediante prototipo computacional del gemelo digital
4512,16.32446,-86.53832,Back Reef,7.91,2.08,30.79,26.25,Resultado obtenido mediante prototipo computacional del gemelo digital
4513,16.30968,-86.55765,Back Reef,8.02,2.05,27.68,38.87,Resultado obtenido mediante prototipo computacional del gemelo digital
4514,16.31534,-86.54396,Back Reef,7.86,2.05,28.37,48.58,Resultado obtenido mediante prototipo computacional del gemelo digital
4515,16.32962,-86.54357,Back Reef,8.06,2.09,29.77,31.02,Resultado obtenido mediante prototipo computacional del gemelo digital
4516,16.31088,-86.55418,Back Reef,7.89,2.09,29.41,37.77,Resultado obtenido mediante prototipo computacional del gemelo digital
4517,16.31827,-86.54303,Back Reef,8.46,2.02,28.74,41.96,Resultado obtenido mediante prototipo computacional del gemelo digital
4518,16.30563,-86.56041,Back Reef,8.24,2.07,29.75,30.43,Resultado obtenido mediante prototipo computacional del gemelo digital
4519,16.33433,-86.54373,Back Reef,8.41,2.03,27.27,40.95,Resultado obtenido mediante prototipo computacional del gemelo digital
4520,16.33206,-86.54133,Back Reef,8.47,2.09,29.85,46.09,Resultado obtenido mediante prototipo computacional del gemelo digital
4521,16.32603,-86.56239,Back Reef,8.25,2.07,28.52,34.31,Resultado obtenido mediante prototipo computacional del gemelo digital
4522,16.30922,-86.5457,Back Reef,7.66,2.04,24.08,40.97,Resultado obtenido mediante prototipo computacional del gemelo digital
4523,16.32423,-86.54206,Back Reef,8.34,2.07,28.78,44.22,Resultado obtenido mediante prototipo computacional del gemelo digital
4524,16.3092,-86.56142,Back Reef,7.8,2.03,27.83,49.65,Resultado obtenido mediante prototipo computacional del gemelo digital
4525,16.33166,-86.5403,Back Reef,7.68,2.07,29.2,41.53,Resultado obtenido mediante prototipo computacional del gemelo digital
4526,16.32367,-86.55147,Back Reef,8.16,2.03,30.69,48.7,Resultado obtenido mediante prototipo computacional del gemelo digital
4527,16.30959,-86.54995,Back Reef,7.63,2.02,29.46,46.86,Resultado obtenido mediante prototipo computacional del gemelo digital
4528,16.31361,-86.54498,Back Reef,7.8,2.03,26.31,38.12,Resultado obtenido mediante prototipo computacional del gemelo digital
4529,16.30791,-86.55539,Back Reef,8.1,2.04,28.95,36.72,Resultado obtenido mediante prototipo computacional del gemelo digital
4530,16.32726,-86.53822,Back Reef,8.18,2.01,28.27,49.52,Resultado obtenido mediante prototipo computacional del gemelo digital
4531,16.33097,-86.55867,Back Reef,8.21,2.06,31.39,43.43,Resultado obtenido mediante prototipo computacional del gemelo digital
4532,16.31477,-86.55603,Back Reef,8.11,2.07,30.17,40.3,Resultado obtenido mediante prototipo computacional del gemelo digital
4533,16.32625,-86.56068,Back Reef,7.97,2.04,27.6,47.89,Resultado obtenido mediante prototipo computacional del gemelo digital
4534,16.32809,-86.56285,Back Reef,8.19,2.05,28.74,37.04,Resultado obtenido mediante prototipo computacional del gemelo digital
4535,16.30637,-86.55777,Back Reef,8.31,2.07,29.21,41.53,Resultado obtenido mediante prototipo computacional del gemelo digital
4536,16.33056,-86.53756,Back Reef,8.01,2.05,27.39,47.19,Resultado obtenido mediante prototipo computacional del gemelo digital
4537,16.31403,-86.55362,Back Reef,8.02,2.09,28.64,31.42,Resultado obtenido mediante prototipo computacional del gemelo digital
4538,16.32712,-86.54422,Back Reef,8.17,2.03,28.54,27.64,Resultado obtenido mediante prototipo computacional del gemelo digital
4539,16.33013,-86.55249,Back Reef,8.2,2.07,28.82,36.58,Resultado obtenido mediante prototipo computacional del gemelo digital
4540,16.3224,-86.56142,Back Reef,7.58,2.09,30.78,42.67,Resultado obtenido mediante prototipo computacional del gemelo digital
4541,16.30582,-86.5563,Back Reef,7.59,2.09,28.9,45.61,Resultado obtenido mediante prototipo computacional del gemelo digital
4542,16.32233,-86.54415,Back Reef,8.29,2.06,30.27,32.05,Resultado obtenido mediante prototipo computacional del gemelo digital
4543,16.31351,-86.54439,Back Reef,8.07,2.04,27.96,42.93,Resultado obtenido mediante prototipo computacional del gemelo digital
4544,16.32213,-86.56357,Back Reef,8.35,2.02,29.52,34.76,Resultado obtenido mediante prototipo computacional del gemelo digital
4545,16.31059,-86.54262,Back Reef,7.78,2.06,29.94,33.27,Resultado obtenido mediante prototipo computacional del gemelo digital
4546,16.33447,-86.54056,Back Reef,8.1,2.09,30.04,43.68,Resultado obtenido mediante prototipo computacional del gemelo digital
4547,16.30682,-86.54156,Back Reef,7.58,2.09,29.5,46.36,Resultado obtenido mediante prototipo computacional del gemelo digital
4548,16.30989,-86.54102,Back Reef,8.07,2.09,31.91,23.97,Resultado obtenido mediante prototipo computacional del gemelo digital
4549,16.32362,-86.53931,Back Reef,8.2,2.06,27.54,41.32,Resultado obtenido mediante prototipo computacional del gemelo digital
4550,16.31575,-86.53765,Back Reef,7.55,2.05,28.58,38.09,Resultado obtenido mediante prototipo computacional del gemelo digital
4551,16.33353,-86.56377,Back Reef,7.79,2.02,26.58,36.56,Resultado obtenido mediante prototipo computacional del gemelo digital
4552,16.33494,-86.55005,Back Reef,7.68,2.04,29.45,43.8,Resultado obtenido mediante prototipo computacional del gemelo digital
4553,16.33275,-86.55038,Back Reef,7.63,2.08,31.06,35.05,Resultado obtenido mediante prototipo computacional del gemelo digital
4554,16.32872,-86.54822,Back Reef,7.61,2.04,28.03,41.58,Resultado obtenido mediante prototipo computacional del gemelo digital
4555,16.32346,-86.54293,Back Reef,8.39,2.08,28.67,31.71,Resultado obtenido mediante prototipo computacional del gemelo digital
4556,16.32217,-86.553,Back Reef,7.69,2.09,29.63,32.92,Resultado obtenido mediante prototipo computacional del gemelo digital
4557,16.32015,-86.53544,Back Reef,8.11,2.03,29.0,37.97,Resultado obtenido mediante prototipo computacional del gemelo digital
4558,16.32509,-86.56016,Back Reef,7.68,2.08,29.81,40.29,Resultado obtenido mediante prototipo computacional del gemelo digital
4559,16.31578,-86.54965,Back Reef,7.82,2.09,29.01,41.43,Resultado obtenido mediante prototipo computacional del gemelo digital
4560,16.32438,-86.54036,Back Reef,7.57,2.06,29.13,30.56,Resultado obtenido mediante prototipo computacional del gemelo digital
4561,16.30609,-86.54038,Back Reef,8.17,2.01,27.8,50.72,Resultado obtenido mediante prototipo computacional del gemelo digital
4562,16.31661,-86.5454,Back Reef,7.57,2.06,30.47,37.43,Resultado obtenido mediante prototipo computacional del gemelo digital
4563,16.31126,-86.53639,Back Reef,8.3,2.03,30.49,26.23,Resultado obtenido mediante prototipo computacional del gemelo digital
4564,16.33451,-86.54675,Back Reef,7.95,2.09,28.44,42.34,Resultado obtenido mediante prototipo computacional del gemelo digital
4565,16.31281,-86.55324,Back Reef,7.83,2.07,27.63,44.17,Resultado obtenido mediante prototipo computacional del gemelo digital
4566,16.3124,-86.56443,Back Reef,8.3,1.99,24.47,52.4,Resultado obtenido mediante prototipo computacional del gemelo digital
4567,16.31122,-86.54198,Back Reef,7.91,2.09,28.65,33.6,Resultado obtenido mediante prototipo computacional del gemelo digital
4568,16.32499,-86.53801,Back Reef,7.67,2.06,27.94,39.75,Resultado obtenido mediante prototipo computacional del gemelo digital
4569,16.30983,-86.55035,Back Reef,8.4,2.05,27.68,41.54,Resultado obtenido mediante prototipo computacional del gemelo digital
4570,16.32589,-86.55125,Back Reef,7.52,2.02,28.15,48.11,Resultado obtenido mediante prototipo computacional del gemelo digital
4571,16.31781,-86.55778,Back Reef,8.26,2.05,29.14,43.66,Resultado obtenido mediante prototipo computacional del gemelo digital
4572,16.3109,-86.55231,Back Reef,7.96,2.04,28.98,34.21,Resultado obtenido mediante prototipo computacional del gemelo digital
4573,16.30547,-86.56111,Back Reef,8.43,2.04,31.39,42.55,Resultado obtenido mediante prototipo computacional del gemelo digital
4574,16.32505,-86.54389,Back Reef,8.09,1.69,18.45,53.47,Resultado obtenido mediante prototipo computacional del gemelo digital
4575,16.33103,-86.5586,Back Reef,7.98,1.71,22.13,33.18,Resultado obtenido mediante prototipo computacional del gemelo digital
4576,16.33365,-86.55635,Back Reef,8.06,1.67,18.13,46.8,Resultado obtenido mediante prototipo computacional del gemelo digital
4577,16.3059,-86.56246,Back Reef,7.58,1.73,20.91,37.08,Resultado obtenido mediante prototipo computacional del gemelo digital
4578,16.33102,-86.55184,Back Reef,8.36,1.69,20.02,50.7,Resultado obtenido mediante prototipo computacional del gemelo digital
4579,16.33249,-86.55313,Back Reef,7.98,1.73,21.37,40.16,Resultado obtenido mediante prototipo computacional del gemelo digital
4580,16.307,-86.55833,Back Reef,7.8,1.69,21.45,52.51,Resultado obtenido mediante prototipo computacional del gemelo digital
4581,16.33259,-86.54847,Back Reef,8.05,1.66,19.48,51.56,Resultado obtenido mediante prototipo computacional del gemelo digital
4582,16.32605,-86.53966,Back Reef,7.78,1.66,16.66,52.33,Resultado obtenido mediante prototipo computacional del gemelo digital
4583,16.3207,-86.54461,Back Reef,8.24,2.03,25.63,43.68,Resultado obtenido mediante prototipo computacional del gemelo digital
4584,16.31904,-86.55578,Back Reef,7.72,1.73,20.84,44.22,Resultado obtenido mediante prototipo computacional del gemelo digital
4585,16.32012,-86.54068,Back Reef,8.03,2.09,28.1,36.1,Resultado obtenido mediante prototipo computacional del gemelo digital
4586,16.32723,-86.55424,Back Reef,7.88,1.71,19.38,42.82,Resultado obtenido mediante prototipo computacional del gemelo digital
4587,16.32088,-86.56087,Back Reef,7.83,2.04,27.43,30.83,Resultado obtenido mediante prototipo computacional del gemelo digital
4588,16.3096,-86.56463,Back Reef,8.25,2.04,29.17,46.5,Resultado obtenido mediante prototipo computacional del gemelo digital
4589,16.31383,-86.54167,Back Reef,7.62,2.07,26.92,35.39,Resultado obtenido mediante prototipo computacional del gemelo digital
4590,16.30691,-86.55443,Back Reef,7.72,2.04,28.0,42.07,Resultado obtenido mediante prototipo computacional del gemelo digital
4591,16.3287,-86.54271,Back Reef,8.02,2.08,30.24,32.66,Resultado obtenido mediante prototipo computacional del gemelo digital
4592,16.31764,-86.55934,Back Reef,7.9,2.05,29.27,40.86,Resultado obtenido mediante prototipo computacional del gemelo digital
4593,16.31527,-86.53898,Back Reef,8.18,2.02,28.89,46.29,Resultado obtenido mediante prototipo computacional del gemelo digital
4594,16.33013,-86.56201,Back Reef,7.84,2.04,25.99,35.59,Resultado obtenido mediante prototipo computacional del gemelo digital
4595,16.31369,-86.54979,Back Reef,7.84,2.04,29.58,48.2,Resultado obtenido mediante prototipo computacional del gemelo digital
4596,16.3153,-86.55756,Back Reef,8.34,2.01,28.88,40.37,Resultado obtenido mediante prototipo computacional del gemelo digital
4597,16.31721,-86.56052,Back Reef,7.61,2.08,29.37,45.75,Resultado obtenido mediante prototipo computacional del gemelo digital
4598,16.3051,-86.55053,Back Reef,8.45,2.09,30.58,28.94,Resultado obtenido mediante prototipo computacional del gemelo digital
4599,16.32104,-86.54779,Back Reef,8.03,2.02,28.53,48.38,Resultado obtenido mediante prototipo computacional del gemelo digital
4600,16.32761,-86.55019,Back Reef,8.48,2.04,28.67,35.43,Resultado obtenido mediante prototipo computacional del gemelo digital
4601,16.30775,-86.55198,Back Reef,7.97,2.06,28.01,50.99,Resultado obtenido mediante prototipo computacional del gemelo digital
4602,16.30834,-86.53586,Back Reef,7.79,2.06,28.73,36.09,Resultado obtenido mediante prototipo computacional del gemelo digital
4603,16.31374,-86.55356,Back Reef,8.09,2.08,28.85,35.58,Resultado obtenido mediante prototipo computacional del gemelo digital
4604,16.33452,-86.54282,Back Reef,8.0,2.07,31.46,43.88,Resultado obtenido mediante prototipo computacional del gemelo digital
4605,16.31784,-86.56317,Back Reef,7.64,2.08,27.13,45.06,Resultado obtenido mediante prototipo computacional del gemelo digital
4606,16.32747,-86.53953,Back Reef,8.35,2.06,29.1,33.35,Resultado obtenido mediante prototipo computacional del gemelo digital
4607,16.33253,-86.53904,Back Reef,7.83,2.02,27.75,48.2,Resultado obtenido mediante prototipo computacional del gemelo digital
4608,16.31083,-86.55975,Back Reef,8.08,2.06,28.98,46.17,Resultado obtenido mediante prototipo computacional del gemelo digital
4609,16.30989,-86.54259,Back Reef,8.16,2.08,28.35,30.66,Resultado obtenido mediante prototipo computacional del gemelo digital
4610,16.3305,-86.53858,Back Reef,8.03,2.07,30.04,37.35,Resultado obtenido mediante prototipo computacional del gemelo digital
4611,16.30771,-86.56361,Back Reef,8.27,2.05,28.56,35.23,Resultado obtenido mediante prototipo computacional del gemelo digital
4612,16.31149,-86.55315,Back Reef,8.34,2.08,31.77,27.6,Resultado obtenido mediante prototipo computacional del gemelo digital
4613,16.3058,-86.55547,Back Reef,7.86,2.05,29.95,39.9,Resultado obtenido mediante prototipo computacional del gemelo digital
4614,16.32227,-86.55999,Back Reef,7.54,2.03,28.61,41.18,Resultado obtenido mediante prototipo computacional del gemelo digital
4615,16.31302,-86.55343,Back Reef,7.55,2.04,27.85,30.17,Resultado obtenido mediante prototipo computacional del gemelo digital
4616,16.3108,-86.54833,Back Reef,7.6,2.05,29.99,32.89,Resultado obtenido mediante prototipo computacional del gemelo digital
4617,16.30531,-86.56479,Back Reef,7.93,2.03,26.98,50.48,Resultado obtenido mediante prototipo computacional del gemelo digital
4618,16.32828,-86.56435,Back Reef,8.25,2.09,29.78,33.2,Resultado obtenido mediante prototipo computacional del gemelo digital
4619,16.31536,-86.55086,Back Reef,8.18,2.03,27.24,41.14,Resultado obtenido mediante prototipo computacional del gemelo digital
4620,16.32752,-86.55908,Back Reef,8.42,2.05,26.68,44.29,Resultado obtenido mediante prototipo computacional del gemelo digital
4621,16.3212,-86.5548,Back Reef,7.51,2.05,26.37,47.86,Resultado obtenido mediante prototipo computacional del gemelo digital
4622,16.31649,-86.56385,Back Reef,7.97,1.69,20.21,39.97,Resultado obtenido mediante prototipo computacional del gemelo digital
4623,16.33149,-86.54002,Back Reef,7.59,2.08,30.74,42.72,Resultado obtenido mediante prototipo computacional del gemelo digital
4624,16.32816,-86.53615,Back Reef,7.51,1.81,22.17,43.8,Resultado obtenido mediante prototipo computacional del gemelo digital
4625,16.33032,-86.55052,Back Reef,7.65,1.8,22.3,49.16,Resultado obtenido mediante prototipo computacional del gemelo digital
4626,16.32558,-86.56213,Back Reef,7.51,2.05,30.72,26.96,Resultado obtenido mediante prototipo computacional del gemelo digital
4627,16.33098,-86.54134,Back Reef,7.9,2.04,27.57,27.94,Resultado obtenido mediante prototipo computacional del gemelo digital
4628,16.32393,-86.55375,Back Reef,7.93,2.06,27.71,36.35,Resultado obtenido mediante prototipo computacional del gemelo digital
4629,16.3176,-86.55215,Back Reef,8.23,2.06,26.95,33.72,Resultado obtenido mediante prototipo computacional del gemelo digital
4630,16.32185,-86.55969,Back Reef,8.29,2.04,27.93,30.68,Resultado obtenido mediante prototipo computacional del gemelo digital
4631,16.3066,-86.5591,Back Reef,7.92,2.05,28.86,34.71,Resultado obtenido mediante prototipo computacional del gemelo digital
4632,16.31457,-86.55186,Back Reef,7.6,2.04,29.37,49.43,Resultado obtenido mediante prototipo computacional del gemelo digital
4633,16.32201,-86.55599,Back Reef,8.27,2.05,28.15,39.16,Resultado obtenido mediante prototipo computacional del gemelo digital
4634,16.31226,-86.55887,Back Reef,7.86,2.08,29.89,28.79,Resultado obtenido mediante prototipo computacional del gemelo digital
4635,16.31744,-86.54768,Back Reef,7.72,2.08,29.39,41.6,Resultado obtenido mediante prototipo computacional del gemelo digital
4636,16.30878,-86.56,Back Reef,7.7,2.09,29.81,41.38,Resultado obtenido mediante prototipo computacional del gemelo digital
4637,16.31145,-86.5402,Back Reef,7.91,2.06,28.83,33.6,Resultado obtenido mediante prototipo computacional del gemelo digital
4638,16.31913,-86.55143,Back Reef,7.82,2.06,29.2,29.42,Resultado obtenido mediante prototipo computacional del gemelo digital
4639,16.3315,-86.54474,Back Reef,8.4,2.09,30.43,38.47,Resultado obtenido mediante prototipo computacional del gemelo digital
4640,16.31435,-86.5458,Back Reef,7.87,2.08,29.32,32.62,Resultado obtenido mediante prototipo computacional del gemelo digital
4641,16.31726,-86.56262,Back Reef,8.01,2.04,28.2,42.44,Resultado obtenido mediante prototipo computacional del gemelo digital
4642,16.30797,-86.56462,Back Reef,8.28,2.08,28.61,26.81,Resultado obtenido mediante prototipo computacional del gemelo digital
4643,16.32858,-86.54303,Back Reef,7.68,2.09,30.1,26.53,Resultado obtenido mediante prototipo computacional del gemelo digital
4644,16.32972,-86.53892,Back Reef,7.68,2.06,30.02,45.75,Resultado obtenido mediante prototipo computacional del gemelo digital
4645,16.33149,-86.55939,Back Reef,8.24,2.07,28.43,46.16,Resultado obtenido mediante prototipo computacional del gemelo digital
4646,16.33364,-86.55497,Back Reef,7.95,2.09,32.37,41.31,Resultado obtenido mediante prototipo computacional del gemelo digital
4647,16.31634,-86.537,Back Reef,8.18,2.07,27.48,34.86,Resultado obtenido mediante prototipo computacional del gemelo digital
4648,16.32722,-86.55087,Back Reef,8.44,2.07,30.35,37.81,Resultado obtenido mediante prototipo computacional del gemelo digital
4649,16.31606,-86.54039,Back Reef,7.93,2.06,28.75,44.73,Resultado obtenido mediante prototipo computacional del gemelo digital
4650,16.33077,-86.53629,Back Reef,8.44,2.04,28.02,42.01,Resultado obtenido mediante prototipo computacional del gemelo digital
4651,16.31668,-86.53694,Back Reef,8.42,2.03,30.04,48.98,Resultado obtenido mediante prototipo computacional del gemelo digital
4652,16.30809,-86.5612,Back Reef,8.4,2.09,30.16,29.22,Resultado obtenido mediante prototipo computacional del gemelo digital
4653,16.31339,-86.54216,Back Reef,7.62,2.05,29.48,47.35,Resultado obtenido mediante prototipo computacional del gemelo digital
4654,16.33434,-86.55689,Back Reef,8.36,2.07,29.13,50.6,Resultado obtenido mediante prototipo computacional del gemelo digital
4655,16.32113,-86.55592,Back Reef,8.04,2.06,27.42,44.23,Resultado obtenido mediante prototipo computacional del gemelo digital
4656,16.30963,-86.54096,Back Reef,8.02,2.09,31.35,32.79,Resultado obtenido mediante prototipo computacional del gemelo digital
4657,16.30849,-86.55115,Back Reef,7.98,2.06,28.23,38.16,Resultado obtenido mediante prototipo computacional del gemelo digital
4658,16.32604,-86.55752,Back Reef,8.36,2.06,27.37,37.71,Resultado obtenido mediante prototipo computacional del gemelo digital
4659,16.30946,-86.55756,Back Reef,7.94,2.03,28.66,31.9,Resultado obtenido mediante prototipo computacional del gemelo digital
4660,16.30516,-86.53547,Back Reef,7.63,2.08,28.97,47.2,Resultado obtenido mediante prototipo computacional del gemelo digital
4661,16.32701,-86.54233,Back Reef,8.19,2.08,28.23,39.16,Resultado obtenido mediante prototipo computacional del gemelo digital
4662,16.31448,-86.55115,Back Reef,8.0,2.06,28.6,42.59,Resultado obtenido mediante prototipo computacional del gemelo digital
4663,16.30628,-86.54013,Back Reef,8.07,2.09,26.63,38.93,Resultado obtenido mediante prototipo computacional del gemelo digital
4664,16.33007,-86.54719,Back Reef,8.38,2.05,29.56,29.98,Resultado obtenido mediante prototipo computacional del gemelo digital
4665,16.3253,-86.56137,Back Reef,7.87,2.0,28.81,30.27,Resultado obtenido mediante prototipo computacional del gemelo digital
4666,16.32019,-86.55882,Back Reef,7.82,2.09,29.05,42.19,Resultado obtenido mediante prototipo computacional del gemelo digital
4667,16.33125,-86.53832,Back Reef,8.24,2.07,30.1,41.79,Resultado obtenido mediante prototipo computacional del gemelo digital
4668,16.31003,-86.5584,Back Reef,7.89,2.04,28.3,49.77,Resultado obtenido mediante prototipo computacional del gemelo digital
4669,16.30732,-86.56272,Back Reef,8.14,2.06,29.46,46.73,Resultado obtenido mediante prototipo computacional del gemelo digital
4670,16.33398,-86.54812,Back Reef,8.36,2.09,28.86,50.17,Resultado obtenido mediante prototipo computacional del gemelo digital
4671,16.32985,-86.55219,Back Reef,7.75,2.01,28.39,31.02,Resultado obtenido mediante prototipo computacional del gemelo digital
4672,16.32663,-86.53829,Back Reef,7.72,2.09,28.46,34.03,Resultado obtenido mediante prototipo computacional del gemelo digital
4673,16.30919,-86.55461,Back Reef,7.52,2.06,27.89,46.26,Resultado obtenido mediante prototipo computacional del gemelo digital
4674,16.32612,-86.54362,Back Reef,7.85,2.04,29.29,42.64,Resultado obtenido mediante prototipo computacional del gemelo digital
4675,16.31863,-86.54653,Back Reef,8.47,2.06,28.38,30.17,Resultado obtenido mediante prototipo computacional del gemelo digital
4676,16.30586,-86.54907,Back Reef,7.84,2.09,28.01,40.78,Resultado obtenido mediante prototipo computacional del gemelo digital
4677,16.31799,-86.54377,Back Reef,8.41,2.02,29.85,35.83,Resultado obtenido mediante prototipo computacional del gemelo digital
4678,16.32207,-86.56436,Back Reef,7.82,2.09,29.1,27.98,Resultado obtenido mediante prototipo computacional del gemelo digital
4679,16.32864,-86.54392,Back Reef,7.8,2.04,28.49,43.18,Resultado obtenido mediante prototipo computacional del gemelo digital
4680,16.32637,-86.55309,Back Reef,8.08,2.07,29.06,33.36,Resultado obtenido mediante prototipo computacional del gemelo digital
4681,16.31993,-86.55872,Back Reef,8.22,2.09,28.96,31.95,Resultado obtenido mediante prototipo computacional del gemelo digital
4682,16.30871,-86.5385,Back Reef,8.23,2.08,29.39,47.58,Resultado obtenido mediante prototipo computacional del gemelo digital
4683,16.30824,-86.5497,Back Reef,7.89,2.09,29.36,38.75,Resultado obtenido mediante prototipo computacional del gemelo digital
4684,16.31031,-86.54721,Back Reef,7.6,2.05,28.7,30.19,Resultado obtenido mediante prototipo computacional del gemelo digital
4685,16.31282,-86.54679,Back Reef,7.61,2.06,31.38,35.39,Resultado obtenido mediante prototipo computacional del gemelo digital
4686,16.31313,-86.54696,Back Reef,7.55,2.06,29.83,30.64,Resultado obtenido mediante prototipo computacional del gemelo digital
4687,16.31252,-86.53931,Back Reef,8.23,2.04,30.53,29.69,Resultado obtenido mediante prototipo computacional del gemelo digital
4688,16.32449,-86.54999,Back Reef,7.95,2.08,31.28,31.98,Resultado obtenido mediante prototipo computacional del gemelo digital
4689,16.31037,-86.54425,Back Reef,7.97,2.06,28.38,42.28,Resultado obtenido mediante prototipo computacional del gemelo digital
4690,16.32862,-86.55928,Back Reef,8.06,2.04,28.94,50.17,Resultado obtenido mediante prototipo computacional del gemelo digital
4691,16.32035,-86.5385,Back Reef,7.61,2.09,27.59,43.32,Resultado obtenido mediante prototipo computacional del gemelo digital
4692,16.31604,-86.54233,Back Reef,7.75,2.07,28.77,34.29,Resultado obtenido mediante prototipo computacional del gemelo digital
4693,16.31234,-86.54168,Back Reef,7.53,2.08,29.73,25.88,Resultado obtenido mediante prototipo computacional del gemelo digital
4694,16.30914,-86.55875,Back Reef,7.63,2.06,29.25,32.27,Resultado obtenido mediante prototipo computacional del gemelo digital
4695,16.32572,-86.54286,Back Reef,7.64,2.04,29.21,25.98,Resultado obtenido mediante prototipo computacional del gemelo digital
4696,16.32078,-86.54615,Back Reef,8.09,2.09,29.36,32.46,Resultado obtenido mediante prototipo computacional del gemelo digital
4697,16.32443,-86.55524,Back Reef,7.88,2.06,31.76,41.08,Resultado obtenido mediante prototipo computacional del gemelo digital
4698,16.31226,-86.53666,Back Reef,8.43,2.08,30.31,34.35,Resultado obtenido mediante prototipo computacional del gemelo digital
4699,16.31932,-86.54105,Back Reef,8.01,1.99,26.42,35.57,Resultado obtenido mediante prototipo computacional del gemelo digital
4700,16.31012,-86.55122,Back Reef,8.24,2.05,29.17,37.85,Resultado obtenido mediante prototipo computacional del gemelo digital
4701,16.3224,-86.55278,Back Reef,7.53,2.04,28.03,27.43,Resultado obtenido mediante prototipo computacional del gemelo digital
4702,16.31799,-86.54456,Back Reef,7.63,2.08,29.81,35.44,Resultado obtenido mediante prototipo computacional del gemelo digital
4703,16.31265,-86.56223,Back Reef,8.2,2.09,28.61,28.94,Resultado obtenido mediante prototipo computacional del gemelo digital
4704,16.33019,-86.53523,Back Reef,8.11,2.06,29.94,35.87,Resultado obtenido mediante prototipo computacional del gemelo digital
4705,16.33026,-86.54274,Back Reef,8.0,2.05,30.33,41.17,Resultado obtenido mediante prototipo computacional del gemelo digital
4706,16.32836,-86.56051,Back Reef,8.02,2.03,28.16,38.3,Resultado obtenido mediante prototipo computacional del gemelo digital
4707,16.31519,-86.55016,Back Reef,8.48,2.05,28.9,45.61,Resultado obtenido mediante prototipo computacional del gemelo digital
4708,16.33493,-86.54723,Back Reef,7.92,2.07,28.8,28.46,Resultado obtenido mediante prototipo computacional del gemelo digital
4709,16.31477,-86.54469,Back Reef,7.86,2.07,30.52,35.76,Resultado obtenido mediante prototipo computacional del gemelo digital
4710,16.32149,-86.55225,Back Reef,8.16,2.04,29.21,30.11,Resultado obtenido mediante prototipo computacional del gemelo digital
4711,16.33343,-86.54016,Back Reef,8.49,2.06,30.52,43.78,Resultado obtenido mediante prototipo computacional del gemelo digital
4712,16.32911,-86.55064,Back Reef,7.85,2.04,27.1,41.14,Resultado obtenido mediante prototipo computacional del gemelo digital
4713,16.32942,-86.55468,Back Reef,8.27,2.02,28.11,40.46,Resultado obtenido mediante prototipo computacional del gemelo digital
4714,16.31216,-86.54519,Back Reef,8.13,2.02,27.23,35.18,Resultado obtenido mediante prototipo computacional del gemelo digital
4715,16.33124,-86.53565,Back Reef,7.61,2.04,28.43,47.54,Resultado obtenido mediante prototipo computacional del gemelo digital
4716,16.33221,-86.5352,Back Reef,7.57,2.06,28.56,39.31,Resultado obtenido mediante prototipo computacional del gemelo digital
4717,16.33276,-86.55967,Back Reef,7.57,2.04,27.44,30.23,Resultado obtenido mediante prototipo computacional del gemelo digital
4718,16.31022,-86.54863,Back Reef,8.49,2.08,29.8,48.6,Resultado obtenido mediante prototipo computacional del gemelo digital
4719,16.32661,-86.54656,Back Reef,7.71,2.05,30.53,39.54,Resultado obtenido mediante prototipo computacional del gemelo digital
4720,16.3188,-86.55842,Back Reef,8.27,2.07,29.05,39.63,Resultado obtenido mediante prototipo computacional del gemelo digital
4721,16.3145,-86.56052,Back Reef,8.28,2.08,29.66,39.9,Resultado obtenido mediante prototipo computacional del gemelo digital
4722,16.31516,-86.53664,Back Reef,7.77,2.09,31.04,44.04,Resultado obtenido mediante prototipo computacional del gemelo digital
4723,16.31625,-86.53747,Back Reef,8.1,2.05,28.44,47.49,Resultado obtenido mediante prototipo computacional del gemelo digital
4724,16.3075,-86.55698,Back Reef,8.4,2.05,27.69,40.72,Resultado obtenido mediante prototipo computacional del gemelo digital
