Record_ID,Date,Station_Name,Region,Latitude,Longitude,Reef_Zone,Depth_m,SST_degC,SST_Anomaly_degC,DHW_degC_weeks,pH_total,Aragonite_Saturation_Omega,Turbidity_NTU,PAR_umol_m2_s,Live_Coral_Cover_Pct,Macroalgae_Cover_Pct,Structural_Rugosity,Shannon_Diversity_H,Bleaching_Severity_Pct,Coral_Cover_Loss_Pct,Bleaching_Risk,Data_Source_Type,Scientific_Attribution
8167,2018-07-07,CoralTriangle_Misool_17,Indo-Pacific,-1.93641,130.15351,Reef Crest,5.04,29.77,-0.46,0.0,8.093,3.46,1.14,1728.2,50.9,27.49,2.5,3.38,8.12,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8168,2018-07-10,CoralTriangle_Misool_17,Indo-Pacific,-1.93818,130.16449,Reef Crest,5.01,30.66,0.46,0.99,8.034,3.1,0.53,1711.5,48.72,23.03,2.43,3.26,8.28,11.38,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8169,2018-07-11,CoralTriangle_Misool_17,Indo-Pacific,-1.93949,130.14669,Reef Crest,5.09,30.19,0.0,0.66,8.094,3.51,1.56,1764.2,45.41,9.95,2.4,3.21,19.44,16.11,Medium,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8170,2018-07-17,CoralTriangle_Misool_17,Indo-Pacific,-1.95215,130.15339,Reef Crest,4.98,30.19,0.08,0.62,8.082,3.49,0.49,1772.9,47.86,23.25,2.44,3.29,11.26,8.94,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8171,2018-07-21,CoralTriangle_Misool_17,Indo-Pacific,-1.9416,130.14875,Reef Crest,5.17,29.72,-0.34,0.0,8.072,3.39,0.2,1778.3,49.01,30.09,2.46,3.31,5.33,6.36,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8172,2018-08-01,CoralTriangle_Misool_17,Indo-Pacific,-1.95615,130.13936,Reef Crest,5.31,30.08,0.22,0.51,8.081,3.37,0.39,1676.0,48.83,25.87,2.43,3.26,9.82,11.21,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8173,2018-08-15,CoralTriangle_Misool_17,Indo-Pacific,-1.95236,130.15748,Reef Crest,5.25,29.37,-0.16,0.0,8.082,3.49,0.36,1525.6,49.08,6.04,2.48,3.35,5.42,2.28,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8174,2018-08-22,CoralTriangle_Misool_17,Indo-Pacific,-1.9565,130.14369,Reef Crest,4.96,29.02,-0.33,0.0,8.081,3.43,0.26,1536.3,49.22,14.45,2.47,3.33,11.59,4.79,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8175,2018-09-03,CoralTriangle_Misool_17,Indo-Pacific,-1.95752,130.15156,Reef Crest,4.84,28.93,-0.08,0.0,8.068,3.39,0.23,1351.6,48.25,21.08,2.46,3.32,11.42,5.78,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8176,2018-09-05,CoralTriangle_Misool_17,Indo-Pacific,-1.9598,130.13561,Reef Crest,5.03,28.77,-0.18,0.0,8.087,3.41,0.65,1377.4,53.73,7.1,2.5,3.38,5.0,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8177,2018-09-07,CoralTriangle_Misool_17,Indo-Pacific,-1.94066,130.16065,Reef Crest,5.36,28.65,-0.24,0.0,8.082,3.55,0.48,1409.4,49.79,12.21,2.45,3.3,8.65,7.76,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8178,2018-09-09,CoralTriangle_Misool_17,Indo-Pacific,-1.95778,130.14736,Reef Crest,5.64,29.34,0.52,0.0,8.098,3.57,0.6,1294.0,48.15,22.91,2.46,3.31,8.5,6.15,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8179,2018-09-17,CoralTriangle_Misool_17,Indo-Pacific,-1.93999,130.1481,Reef Crest,5.67,28.82,0.23,0.0,8.097,3.64,0.19,1278.7,51.03,16.82,2.47,3.34,6.0,4.1,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8180,2018-09-19,CoralTriangle_Misool_17,Indo-Pacific,-1.93835,130.16163,Reef Crest,5.15,29.11,0.59,0.0,8.122,3.79,0.66,1256.6,47.64,17.92,2.43,3.26,10.55,11.56,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8181,2018-09-24,CoralTriangle_Misool_17,Indo-Pacific,-1.94357,130.149,Reef Crest,5.02,28.52,0.15,0.0,8.079,3.48,1.0,1253.7,50.93,17.33,2.5,3.37,8.44,0.53,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8182,2018-09-25,CoralTriangle_Misool_17,Indo-Pacific,-1.94893,130.14496,Reef Crest,5.43,28.38,0.05,0.0,8.085,3.54,0.23,1264.4,48.62,15.76,2.45,3.3,3.49,7.22,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8183,2018-09-28,CoralTriangle_Misool_17,Indo-Pacific,-1.94707,130.15094,Reef Crest,5.65,28.19,-0.05,0.0,8.1,3.54,0.15,1249.5,50.55,28.45,2.48,3.35,9.0,3.03,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8184,2018-10-10,CoralTriangle_Misool_17,Indo-Pacific,-1.94826,130.15349,Reef Crest,5.46,27.84,-0.05,0.0,8.071,3.45,0.52,1200.9,48.53,19.01,2.41,3.23,10.52,14.3,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8185,2018-10-27,CoralTriangle_Misool_17,Indo-Pacific,-1.93802,130.16277,Reef Crest,4.98,27.48,0.06,0.0,8.136,4.07,0.6,1100.8,47.59,11.45,2.39,3.21,9.18,16.79,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8186,2018-11-13,CoralTriangle_Misool_17,Indo-Pacific,-1.95235,130.13796,Reef Crest,5.31,27.3,0.25,0.0,8.106,3.76,0.24,1091.6,48.65,29.66,2.5,3.38,0.0,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8187,2018-11-25,CoralTriangle_Misool_17,Indo-Pacific,-1.95258,130.15535,Reef Crest,4.82,26.95,0.08,0.0,8.082,3.57,1.2,973.6,49.93,5.1,2.48,3.34,7.25,3.48,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8188,2018-11-26,CoralTriangle_Misool_17,Indo-Pacific,-1.96157,130.1386,Reef Crest,5.18,26.94,0.09,0.0,8.107,3.73,0.8,979.2,50.98,14.56,2.49,3.36,3.92,2.06,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8189,2018-12-05,CoralTriangle_Misool_17,Indo-Pacific,-1.9466,130.15382,Reef Crest,5.17,26.97,0.21,0.0,8.169,4.35,0.87,1052.7,49.11,26.06,2.48,3.35,4.01,2.54,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8190,2018-12-06,CoralTriangle_Misool_17,Indo-Pacific,-1.9428,130.14482,Reef Crest,4.78,26.85,0.1,0.0,8.113,3.79,0.13,981.5,50.89,13.9,2.48,3.35,4.25,2.4,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8191,2018-12-07,CoralTriangle_Misool_17,Indo-Pacific,-1.94997,130.14193,Reef Crest,4.85,26.35,-0.39,0.0,8.108,3.82,1.49,1109.2,49.72,22.9,2.47,3.34,5.83,4.06,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8192,2018-12-15,CoralTriangle_Misool_17,Indo-Pacific,-1.96367,130.15701,Reef Crest,4.75,26.95,0.25,0.0,8.077,3.69,0.5,908.8,48.2,12.37,2.45,3.29,3.72,8.17,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8193,2018-12-17,CoralTriangle_Misool_17,Indo-Pacific,-1.95626,130.14185,Reef Crest,5.68,26.68,-0.02,0.0,8.119,3.9,0.26,1036.9,48.54,19.97,2.46,3.31,7.25,6.65,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8194,2018-12-21,CoralTriangle_Misool_17,Indo-Pacific,-1.95041,130.14047,Reef Crest,5.62,26.61,-0.09,0.0,8.119,3.89,0.68,1061.7,50.28,23.37,2.45,3.29,11.3,8.47,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8195,2018-12-24,CoralTriangle_Misool_17,Indo-Pacific,-1.95001,130.14513,Reef Crest,5.47,26.58,-0.12,0.0,8.122,3.85,0.55,985.7,48.91,30.44,2.45,3.29,9.92,8.57,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8196,2018-12-27,CoralTriangle_Misool_17,Indo-Pacific,-1.95484,130.15961,Reef Crest,4.93,26.71,-0.0,0.0,8.126,3.92,0.26,1087.2,48.81,6.3,2.43,3.27,5.96,10.63,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8197,2019-01-07,CoralTriangle_Misool_17,Indo-Pacific,-1.94336,130.1639,Reef Crest,5.04,26.8,0.02,0.0,8.124,3.81,0.29,1036.6,47.79,18.61,2.45,3.3,4.46,7.55,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8198,2019-01-13,CoralTriangle_Misool_17,Indo-Pacific,-1.94763,130.14889,Reef Crest,5.11,27.21,0.36,0.0,8.127,3.8,0.75,1163.3,49.4,13.28,2.44,3.27,7.42,10.26,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8199,2019-01-14,CoralTriangle_Misool_17,Indo-Pacific,-1.95996,130.1612,Reef Crest,5.35,27.14,0.27,0.0,8.128,4.01,0.28,1188.8,46.96,22.62,2.41,3.24,9.5,13.72,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8200,2019-01-17,CoralTriangle_Misool_17,Indo-Pacific,-1.94686,130.15385,Reef Crest,4.71,27.39,0.49,0.0,8.118,3.91,0.28,1203.2,49.23,28.98,2.48,3.34,4.94,3.42,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8201,2019-01-19,CoralTriangle_Misool_17,Indo-Pacific,-1.96324,130.13679,Reef Crest,5.58,27.07,0.13,0.0,8.092,3.66,1.52,1116.0,50.7,16.0,2.5,3.38,4.17,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8202,2019-01-24,CoralTriangle_Misool_17,Indo-Pacific,-1.94002,130.14562,Reef Crest,4.85,27.36,0.34,0.0,8.089,3.64,0.2,1225.9,47.85,17.33,2.42,3.25,6.73,12.12,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8203,2019-02-02,CoralTriangle_Misool_17,Indo-Pacific,-1.93707,130.15382,Reef Crest,5.66,27.49,0.29,0.0,8.105,3.72,0.17,1245.9,52.79,17.97,2.5,3.38,2.61,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8204,2019-02-05,CoralTriangle_Misool_17,Indo-Pacific,-1.94705,130.14749,Reef Crest,4.71,27.16,-0.1,0.0,8.095,3.71,0.36,1254.1,52.17,20.04,2.49,3.37,5.53,1.03,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8205,2019-02-06,CoralTriangle_Misool_17,Indo-Pacific,-1.94343,130.15362,Reef Crest,4.93,27.3,0.01,0.0,8.105,3.7,0.46,1206.9,49.26,7.79,2.47,3.33,10.68,4.57,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8206,2019-02-08,CoralTriangle_Misool_17,Indo-Pacific,-1.96226,130.14796,Reef Crest,5.37,27.63,0.3,0.0,8.108,3.72,0.15,1318.2,48.54,10.67,2.45,3.3,6.56,7.08,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8207,2019-02-13,CoralTriangle_Misool_17,Indo-Pacific,-1.95668,130.15384,Reef Crest,5.18,27.53,0.08,0.0,8.102,3.72,0.75,1255.3,49.43,22.02,2.5,3.38,3.59,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8208,2019-02-22,CoralTriangle_Misool_17,Indo-Pacific,-1.93546,130.15059,Reef Crest,4.74,27.59,-0.11,0.0,8.103,3.69,0.27,1377.7,49.16,20.06,2.5,3.38,5.87,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8209,2019-03-01,CoralTriangle_Misool_17,Indo-Pacific,-1.93888,130.16203,Reef Crest,5.11,28.26,0.37,0.0,8.108,3.74,0.47,1389.8,50.21,21.85,2.47,3.33,7.54,4.33,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8210,2019-03-14,CoralTriangle_Misool_17,Indo-Pacific,-1.95458,130.15331,Reef Crest,5.54,28.53,0.24,0.0,8.088,3.59,0.41,1499.9,49.2,16.02,2.47,3.33,5.61,5.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8211,2019-03-20,CoralTriangle_Misool_17,Indo-Pacific,-1.94312,130.14461,Reef Crest,5.69,29.1,0.63,0.0,8.078,3.57,0.41,1582.4,48.08,31.28,2.45,3.3,9.8,7.24,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8212,2019-03-22,CoralTriangle_Misool_17,Indo-Pacific,-1.95838,130.14786,Reef Crest,5.28,28.68,0.15,0.0,8.125,3.77,0.31,1582.2,50.8,27.26,2.48,3.35,6.13,3.04,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8213,2019-04-04,CoralTriangle_Misool_17,Indo-Pacific,-1.93879,130.13771,Reef Crest,4.76,29.49,0.56,0.0,8.098,3.54,1.22,1637.3,50.44,5.86,2.48,3.34,10.98,3.23,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8214,2019-04-08,CoralTriangle_Misool_17,Indo-Pacific,-1.94132,130.14967,Reef Crest,4.79,29.01,-0.04,0.0,8.093,3.59,1.28,1751.5,50.1,11.15,2.48,3.35,4.84,3.1,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8215,2019-04-11,CoralTriangle_Misool_17,Indo-Pacific,-1.94522,130.15439,Reef Crest,4.8,28.96,-0.18,0.0,8.096,3.66,0.25,1736.2,50.41,16.47,2.48,3.35,0.81,2.85,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8216,2019-04-16,CoralTriangle_Misool_17,Indo-Pacific,-1.955,130.1363,Reef Crest,5.68,28.91,-0.37,0.0,8.112,3.71,0.43,1739.9,48.43,7.52,2.46,3.31,7.64,6.32,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8217,2019-04-18,CoralTriangle_Misool_17,Indo-Pacific,-1.9406,130.16423,Reef Crest,4.76,29.2,-0.14,0.0,8.053,3.22,0.46,1761.9,47.98,17.11,2.46,3.32,6.59,5.78,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8218,2019-04-23,CoralTriangle_Misool_17,Indo-Pacific,-1.95995,130.15708,Reef Crest,5.52,29.34,-0.13,0.0,8.106,3.65,0.39,1751.8,50.61,12.55,2.5,3.38,3.9,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8219,2019-04-29,CoralTriangle_Misool_17,Indo-Pacific,-1.96288,130.15864,Reef Crest,4.93,29.5,-0.12,0.0,8.061,3.35,1.51,1699.9,49.17,7.67,2.44,3.28,4.68,9.4,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8220,2019-05-06,CoralTriangle_Misool_17,Indo-Pacific,-1.94604,130.15584,Reef Crest,4.89,30.03,0.25,0.26,8.091,3.5,0.13,1820.9,49.07,16.26,2.43,3.27,10.94,10.39,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8221,2019-05-28,CoralTriangle_Misool_17,Indo-Pacific,-1.95146,130.14763,Reef Crest,4.94,30.24,0.08,0.58,8.075,3.35,1.51,1799.6,48.64,10.12,2.47,3.33,4.84,4.65,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8222,2019-06-11,CoralTriangle_Misool_17,Indo-Pacific,-1.96276,130.15123,Reef Crest,5.02,30.48,0.21,1.02,8.057,3.31,0.34,1877.7,52.81,10.23,2.5,3.37,9.65,0.24,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8223,2019-06-12,CoralTriangle_Misool_17,Indo-Pacific,-1.95747,130.15213,Reef Crest,4.9,30.44,0.16,0.72,8.081,3.5,0.57,1851.6,48.9,25.65,2.45,3.29,5.97,8.12,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8224,2019-06-23,CoralTriangle_Misool_17,Indo-Pacific,-1.96262,130.13598,Reef Crest,5.29,30.46,0.16,0.58,8.059,3.33,2.19,1838.3,50.6,9.88,2.47,3.33,11.59,4.19,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8225,2019-06-26,CoralTriangle_Misool_17,Indo-Pacific,-1.96143,130.15176,Reef Crest,5.69,30.49,0.2,0.7,8.102,3.54,0.29,1842.1,50.11,24.17,2.45,3.29,9.66,8.22,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8226,2019-06-30,CoralTriangle_Misool_17,Indo-Pacific,-1.95635,130.15066,Reef Crest,4.7,30.04,-0.24,0.14,8.072,3.36,0.5,1869.4,49.31,26.25,2.49,3.36,7.03,1.16,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8227,2019-07-01,CoralTriangle_Misool_17,Indo-Pacific,-1.9545,130.15725,Reef Crest,4.78,30.54,0.27,0.7,8.093,3.4,0.63,1779.3,50.23,25.7,2.48,3.34,15.49,3.59,Medium,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8228,2019-07-05,CoralTriangle_Misool_17,Indo-Pacific,-1.96346,130.14687,Reef Crest,4.96,30.52,0.28,1.18,8.06,3.32,0.83,1823.6,50.57,24.21,2.46,3.31,10.82,6.96,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8229,2019-07-19,CoralTriangle_Misool_17,Indo-Pacific,-1.93961,130.15557,Reef Crest,5.19,29.93,-0.16,0.2,8.05,3.32,0.82,1663.1,49.48,21.5,2.48,3.35,7.47,2.95,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8230,2019-07-24,CoralTriangle_Misool_17,Indo-Pacific,-1.94396,130.15128,Reef Crest,5.44,30.15,0.14,0.31,8.048,3.15,0.56,1616.1,49.12,8.65,2.49,3.36,8.87,1.94,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8231,2019-07-26,CoralTriangle_Misool_17,Indo-Pacific,-1.9556,130.14991,Reef Crest,5.4,30.54,0.57,0.44,8.1,3.63,0.81,1637.2,46.21,11.31,2.43,3.27,10.41,10.89,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8232,2019-07-30,CoralTriangle_Misool_17,Indo-Pacific,-1.94133,130.15102,Reef Crest,5.55,29.61,-0.29,0.0,8.074,3.35,0.61,1721.2,49.21,16.31,2.47,3.34,6.34,3.95,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8233,2019-08-04,CoralTriangle_Misool_17,Indo-Pacific,-1.95432,130.16116,Reef Crest,4.79,29.94,0.15,0.28,8.086,3.56,0.63,1647.9,45.01,20.24,2.38,3.19,16.82,18.54,Medium,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8234,2019-08-19,CoralTriangle_Misool_17,Indo-Pacific,-1.93709,130.1634,Reef Crest,5.16,29.59,0.16,0.0,8.101,3.54,0.31,1517.7,49.34,22.3,2.45,3.3,6.89,7.81,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8235,2019-08-22,CoralTriangle_Misool_17,Indo-Pacific,-1.95711,130.15771,Reef Crest,5.17,29.27,-0.08,0.0,8.075,3.47,0.26,1473.6,51.19,23.37,2.5,3.37,0.78,0.62,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8236,2019-08-24,CoralTriangle_Misool_17,Indo-Pacific,-1.9528,130.15682,Reef Crest,4.96,29.41,0.12,0.0,8.076,3.46,0.47,1462.9,47.41,27.45,2.45,3.3,11.14,7.29,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8237,2019-09-01,CoralTriangle_Misool_17,Indo-Pacific,-1.95223,130.1557,Reef Crest,5.03,29.35,0.28,0.0,8.083,3.45,0.45,1441.7,49.87,21.04,2.46,3.31,6.11,6.19,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8238,2019-09-02,CoralTriangle_Misool_17,Indo-Pacific,-1.94681,130.16147,Reef Crest,5.27,28.96,-0.08,0.0,8.059,3.29,0.26,1384.1,50.56,12.28,2.46,3.32,4.95,5.96,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8239,2019-09-06,CoralTriangle_Misool_17,Indo-Pacific,-1.93985,130.15004,Reef Crest,5.34,28.86,-0.06,0.0,8.107,3.64,1.21,1460.7,47.07,31.42,2.44,3.28,11.84,9.86,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8240,2019-09-07,CoralTriangle_Misool_17,Indo-Pacific,-1.95082,130.16267,Reef Crest,4.95,28.94,0.05,0.0,8.057,3.17,0.35,1372.9,50.54,17.84,2.44,3.29,3.35,9.04,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8241,2019-09-14,CoralTriangle_Misool_17,Indo-Pacific,-1.94678,130.13712,Reef Crest,5.32,28.63,-0.04,0.0,8.124,3.94,0.81,1240.2,50.29,13.55,2.46,3.31,3.94,6.1,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8242,2019-09-17,CoralTriangle_Misool_17,Indo-Pacific,-1.95034,130.15333,Reef Crest,4.99,28.58,-0.0,0.0,8.071,3.39,0.64,1279.6,53.06,8.08,2.5,3.37,4.88,0.26,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8243,2019-09-26,CoralTriangle_Misool_17,Indo-Pacific,-1.95035,130.1572,Reef Crest,4.8,28.85,0.55,0.0,8.077,3.45,0.81,1206.6,49.07,23.27,2.47,3.33,9.56,5.08,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8244,2019-10-03,CoralTriangle_Misool_17,Indo-Pacific,-1.95152,130.15776,Reef Crest,5.5,28.03,-0.06,0.0,8.131,3.98,0.55,1233.4,50.22,21.58,2.44,3.29,9.37,9.03,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8245,2019-10-09,CoralTriangle_Misool_17,Indo-Pacific,-1.95845,130.15519,Reef Crest,5.09,27.89,-0.02,0.0,8.123,3.82,0.82,1084.1,49.42,27.05,2.48,3.34,3.05,3.71,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8246,2019-10-17,CoralTriangle_Misool_17,Indo-Pacific,-1.95903,130.16212,Reef Crest,5.16,27.42,-0.27,0.0,8.112,3.84,0.11,1048.6,49.84,17.76,2.46,3.32,4.72,5.94,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8247,2019-10-18,CoralTriangle_Misool_17,Indo-Pacific,-1.94157,130.13899,Reef Crest,4.88,27.68,0.02,0.0,8.092,3.63,0.3,1047.4,48.88,26.15,2.49,3.37,7.02,1.14,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8248,2019-10-22,CoralTriangle_Misool_17,Indo-Pacific,-1.96407,130.164,Reef Crest,4.8,27.88,0.33,0.0,8.106,3.6,1.79,976.0,50.38,25.1,2.48,3.34,3.44,3.58,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8249,2019-10-24,CoralTriangle_Misool_17,Indo-Pacific,-1.9601,130.1611,Reef Crest,4.73,26.84,-0.65,0.0,8.099,3.75,0.81,1067.3,49.0,12.35,2.46,3.31,4.26,6.4,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8250,2019-11-13,CoralTriangle_Misool_17,Indo-Pacific,-1.94311,130.15292,Reef Crest,4.95,27.65,0.59,0.0,8.111,3.8,0.48,985.5,52.23,11.47,2.5,3.38,2.82,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8251,2019-11-21,CoralTriangle_Misool_17,Indo-Pacific,-1.95562,130.15906,Reef Crest,5.26,27.2,0.28,0.0,8.102,3.7,0.83,938.6,47.43,12.97,2.43,3.26,15.94,11.62,Medium,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8252,2019-11-24,CoralTriangle_Misool_17,Indo-Pacific,-1.93855,130.15991,Reef Crest,5.48,26.8,-0.08,0.0,8.122,3.91,0.51,929.8,49.02,9.02,2.44,3.28,11.46,9.2,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8253,2019-11-28,CoralTriangle_Misool_17,Indo-Pacific,-1.94483,130.15165,Reef Crest,4.9,26.87,0.05,0.0,8.094,3.81,2.07,860.8,49.67,28.41,2.49,3.37,7.75,1.09,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8254,2019-12-02,CoralTriangle_Misool_17,Indo-Pacific,-1.95457,130.16323,Reef Crest,5.02,26.52,-0.26,0.0,8.09,3.62,0.12,957.3,51.81,13.87,2.47,3.33,4.83,4.21,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8255,2019-12-06,CoralTriangle_Misool_17,Indo-Pacific,-1.96442,130.16119,Reef Crest,5.49,27.11,0.36,0.0,8.09,3.66,0.8,990.5,48.71,18.92,2.5,3.37,2.58,0.3,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8256,2019-12-08,CoralTriangle_Misool_17,Indo-Pacific,-1.94806,130.16398,Reef Crest,4.88,26.68,-0.06,0.0,8.104,3.87,0.27,953.6,48.25,20.5,2.41,3.24,5.47,13.49,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8257,2019-12-09,CoralTriangle_Misool_17,Indo-Pacific,-1.9583,130.13963,Reef Crest,5.07,26.63,-0.1,0.0,8.103,3.74,0.61,924.5,49.83,21.89,2.46,3.31,5.03,6.71,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
8258,2019-12-29,CoralTriangle_Misool_17,Indo-Pacific,-1.96097,130.16249,Reef Crest,5.66,26.6,-0.12,0.0,8.128,3.88,0.54,1077.3,48.78,29.22,2.45,3.29,6.07,8.11,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8259,2020-01-05,CoralTriangle_Misool_17,Indo-Pacific,-1.93928,130.1609,Reef Crest,5.42,26.83,0.06,0.0,8.146,4.08,0.42,1089.8,49.22,11.06,2.44,3.29,6.17,8.89,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
8260,2020-01-06,CoralTriangle_Misool_17,Indo-Pacific,-1.95936,130.13916,Reef Crest,5.23,26.63,-0.15,0.0,8.131,3.94,0.38,1044.9,48.4,17.35,2.43,3.26,12.8,11.79,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
