Record_ID,Date,Station_Name,Depth_m,pH_total,Aragonite_Saturation_Omega,Shannon_Diversity_H,Bleaching_Severity_Pct,Scientific_Attribution
6642,2017-09-24,GreatBarrier_Central_14,13.2,8.069,3.4,3.18,3.59,Resultado obtenido mediante prototipo computacional del gemelo digital
6643,2017-09-29,GreatBarrier_Central_14,13.1,8.115,3.73,3.17,7.15,Resultado obtenido mediante prototipo computacional del gemelo digital
6644,2017-10-15,GreatBarrier_Central_14,13.53,8.108,3.74,3.19,9.84,Resultado obtenido mediante prototipo computacional del gemelo digital
6645,2017-10-17,GreatBarrier_Central_14,13.37,8.09,3.58,3.15,5.9,Resultado obtenido mediante prototipo computacional del gemelo digital
6646,2017-10-25,GreatBarrier_Central_14,13.23,8.104,3.65,3.25,1.49,Resultado obtenido mediante prototipo computacional del gemelo digital
6647,2017-11-02,GreatBarrier_Central_14,13.96,8.095,3.66,3.2,6.96,Resultado obtenido mediante prototipo computacional del gemelo digital
6648,2017-11-03,GreatBarrier_Central_14,13.11,8.131,3.97,3.25,2.14,Resultado obtenido mediante prototipo computacional del gemelo digital
6649,2017-11-10,GreatBarrier_Central_14,13.03,8.108,3.79,3.2,7.68,Resultado obtenido mediante prototipo computacional del gemelo digital
6650,2017-11-14,GreatBarrier_Central_14,13.52,8.115,3.75,3.25,0.66,Resultado obtenido mediante prototipo computacional del gemelo digital
6651,2017-12-21,GreatBarrier_Central_14,13.44,8.084,3.67,3.22,4.72,Resultado obtenido mediante prototipo computacional del gemelo digital
6652,2018-01-05,GreatBarrier_Central_14,13.15,8.11,3.79,3.18,7.75,Resultado obtenido mediante prototipo computacional del gemelo digital
6653,2018-01-13,GreatBarrier_Central_14,13.19,8.101,3.68,3.12,12.47,Resultado obtenido mediante prototipo computacional del gemelo digital
6654,2018-01-27,GreatBarrier_Central_14,13.45,8.1,3.84,3.25,3.25,Resultado obtenido mediante prototipo computacional del gemelo digital
6655,2018-02-21,GreatBarrier_Central_14,13.87,8.058,3.46,3.14,10.8,Resultado obtenido mediante prototipo computacional del gemelo digital
6656,2018-03-11,GreatBarrier_Central_14,13.2,8.109,3.64,3.08,15.13,Resultado obtenido mediante prototipo computacional del gemelo digital
6657,2018-03-15,GreatBarrier_Central_14,13.89,8.108,3.77,3.15,11.32,Resultado obtenido mediante prototipo computacional del gemelo digital
6658,2018-03-26,GreatBarrier_Central_14,13.13,8.088,3.55,3.17,10.29,Resultado obtenido mediante prototipo computacional del gemelo digital
6659,2018-04-05,GreatBarrier_Central_14,13.77,8.088,3.47,3.19,13.34,Resultado obtenido mediante prototipo computacional del gemelo digital
6660,2018-04-09,GreatBarrier_Central_14,13.72,8.067,3.34,3.22,3.49,Resultado obtenido mediante prototipo computacional del gemelo digital
6661,2018-04-10,GreatBarrier_Central_14,13.61,8.101,3.62,3.17,8.07,Resultado obtenido mediante prototipo computacional del gemelo digital
6662,2018-04-16,GreatBarrier_Central_14,13.36,8.078,3.42,3.11,8.92,Resultado obtenido mediante prototipo computacional del gemelo digital
6663,2018-04-18,GreatBarrier_Central_14,13.21,8.104,3.6,3.25,4.25,Resultado obtenido mediante prototipo computacional del gemelo digital
6664,2018-04-20,GreatBarrier_Central_14,13.04,8.039,3.18,3.21,4.8,Resultado obtenido mediante prototipo computacional del gemelo digital
6665,2018-05-01,GreatBarrier_Central_14,13.38,8.07,3.3,3.22,7.46,Resultado obtenido mediante prototipo computacional del gemelo digital
6666,2018-05-05,GreatBarrier_Central_14,13.6,8.075,3.46,3.25,0.69,Resultado obtenido mediante prototipo computacional del gemelo digital
6667,2018-05-17,GreatBarrier_Central_14,13.07,8.056,3.3,3.16,12.2,Resultado obtenido mediante prototipo computacional del gemelo digital
6668,2018-05-20,GreatBarrier_Central_14,13.47,8.11,3.54,3.04,9.1,Resultado obtenido mediante prototipo computacional del gemelo digital
6669,2018-05-23,GreatBarrier_Central_14,13.29,8.079,3.46,3.15,7.34,Resultado obtenido mediante prototipo computacional del gemelo digital
6670,2018-06-02,GreatBarrier_Central_14,13.62,8.091,3.55,3.17,12.17,Resultado obtenido mediante prototipo computacional del gemelo digital
6671,2018-06-06,GreatBarrier_Central_14,13.8,8.078,3.42,3.18,3.2,Resultado obtenido mediante prototipo computacional del gemelo digital
6672,2018-06-17,GreatBarrier_Central_14,13.07,8.057,3.28,3.23,10.5,Resultado obtenido mediante prototipo computacional del gemelo digital
6673,2018-06-19,GreatBarrier_Central_14,13.91,8.08,3.49,3.19,5.59,Resultado obtenido mediante prototipo computacional del gemelo digital
6674,2018-06-21,GreatBarrier_Central_14,13.57,8.057,3.22,3.21,14.99,Resultado obtenido mediante prototipo computacional del gemelo digital
6675,2018-06-22,GreatBarrier_Central_14,13.23,8.08,3.4,3.09,14.06,Resultado obtenido mediante prototipo computacional del gemelo digital
6676,2018-06-25,GreatBarrier_Central_14,13.19,8.094,3.58,3.13,11.13,Resultado obtenido mediante prototipo computacional del gemelo digital
6677,2018-06-28,GreatBarrier_Central_14,13.23,8.108,3.67,3.13,10.49,Resultado obtenido mediante prototipo computacional del gemelo digital
6678,2018-08-01,GreatBarrier_Central_14,13.46,8.067,3.34,3.2,6.52,Resultado obtenido mediante prototipo computacional del gemelo digital
6679,2018-08-04,GreatBarrier_Central_14,13.39,8.101,3.59,3.18,7.51,Resultado obtenido mediante prototipo computacional del gemelo digital
6680,2018-08-09,GreatBarrier_Central_14,13.31,8.087,3.49,3.19,8.37,Resultado obtenido mediante prototipo computacional del gemelo digital
6681,2018-08-11,GreatBarrier_Central_14,13.66,8.073,3.53,3.21,8.3,Resultado obtenido mediante prototipo computacional del gemelo digital
6682,2018-08-14,GreatBarrier_Central_14,13.86,8.093,3.52,3.2,6.13,Resultado obtenido mediante prototipo computacional del gemelo digital
6683,2018-08-15,GreatBarrier_Central_14,13.67,8.093,3.51,3.2,6.71,Resultado obtenido mediante prototipo computacional del gemelo digital
6684,2018-08-22,GreatBarrier_Central_14,13.34,8.086,3.57,3.16,11.08,Resultado obtenido mediante prototipo computacional del gemelo digital
6685,2018-08-31,GreatBarrier_Central_14,13.52,8.063,3.36,3.25,5.46,Resultado obtenido mediante prototipo computacional del gemelo digital
6686,2018-09-13,GreatBarrier_Central_14,13.14,8.101,3.65,3.24,3.66,Resultado obtenido mediante prototipo computacional del gemelo digital
6687,2018-09-18,GreatBarrier_Central_14,13.17,8.08,3.51,3.25,4.31,Resultado obtenido mediante prototipo computacional del gemelo digital
6688,2018-09-30,GreatBarrier_Central_14,13.44,8.07,3.45,3.2,8.03,Resultado obtenido mediante prototipo computacional del gemelo digital
6689,2018-10-09,GreatBarrier_Central_14,13.45,8.128,3.89,3.2,6.18,Resultado obtenido mediante prototipo computacional del gemelo digital
6690,2018-10-18,GreatBarrier_Central_14,13.68,8.112,3.77,3.24,6.05,Resultado obtenido mediante prototipo computacional del gemelo digital
6691,2018-11-05,GreatBarrier_Central_14,13.94,8.125,3.98,3.23,7.03,Resultado obtenido mediante prototipo computacional del gemelo digital
6692,2018-11-09,GreatBarrier_Central_14,13.75,8.09,3.63,3.23,7.96,Resultado obtenido mediante prototipo computacional del gemelo digital
6693,2018-11-12,GreatBarrier_Central_14,13.55,8.108,3.85,3.25,2.56,Resultado obtenido mediante prototipo computacional del gemelo digital
6694,2018-11-13,GreatBarrier_Central_14,13.61,8.12,3.89,3.14,10.43,Resultado obtenido mediante prototipo computacional del gemelo digital
6695,2018-11-26,GreatBarrier_Central_14,13.07,8.129,3.83,3.21,2.56,Resultado obtenido mediante prototipo computacional del gemelo digital
6696,2018-11-30,GreatBarrier_Central_14,13.86,8.11,3.87,3.2,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
6697,2018-12-06,GreatBarrier_Central_14,13.82,8.11,3.82,3.23,6.58,Resultado obtenido mediante prototipo computacional del gemelo digital
6698,2018-12-22,GreatBarrier_Central_14,13.37,8.117,3.98,3.22,7.63,Resultado obtenido mediante prototipo computacional del gemelo digital
6699,2018-12-23,GreatBarrier_Central_14,13.91,8.104,3.88,3.16,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
6700,2018-12-28,GreatBarrier_Central_14,13.82,8.099,3.77,3.16,9.44,Resultado obtenido mediante prototipo computacional del gemelo digital
6701,2019-01-05,GreatBarrier_Central_14,13.73,8.125,3.96,3.13,9.81,Resultado obtenido mediante prototipo computacional del gemelo digital
6702,2019-01-14,GreatBarrier_Central_14,13.02,8.118,3.82,3.25,4.18,Resultado obtenido mediante prototipo computacional del gemelo digital
6703,2019-01-19,GreatBarrier_Central_14,13.39,8.112,3.78,3.18,11.09,Resultado obtenido mediante prototipo computacional del gemelo digital
6704,2019-01-22,GreatBarrier_Central_14,13.16,8.11,3.85,3.23,1.9,Resultado obtenido mediante prototipo computacional del gemelo digital
6705,2019-01-29,GreatBarrier_Central_14,13.21,8.099,3.72,3.19,4.83,Resultado obtenido mediante prototipo computacional del gemelo digital
6706,2019-02-11,GreatBarrier_Central_14,13.3,8.125,3.81,3.24,5.1,Resultado obtenido mediante prototipo computacional del gemelo digital
6707,2019-02-20,GreatBarrier_Central_14,13.94,8.106,3.69,3.13,15.05,Resultado obtenido mediante prototipo computacional del gemelo digital
6708,2019-02-25,GreatBarrier_Central_14,13.14,8.086,3.5,3.24,4.91,Resultado obtenido mediante prototipo computacional del gemelo digital
6709,2019-03-03,GreatBarrier_Central_14,13.37,8.083,3.55,3.25,4.38,Resultado obtenido mediante prototipo computacional del gemelo digital
6710,2019-03-04,GreatBarrier_Central_14,13.65,8.091,3.61,3.22,4.36,Resultado obtenido mediante prototipo computacional del gemelo digital
6711,2019-04-01,GreatBarrier_Central_14,13.77,8.077,3.47,3.19,7.86,Resultado obtenido mediante prototipo computacional del gemelo digital
6712,2019-04-03,GreatBarrier_Central_14,13.62,8.045,3.27,3.19,6.01,Resultado obtenido mediante prototipo computacional del gemelo digital
6713,2019-04-19,GreatBarrier_Central_14,13.64,8.078,3.3,3.17,8.04,Resultado obtenido mediante prototipo computacional del gemelo digital
6714,2019-05-01,GreatBarrier_Central_14,13.59,8.062,3.29,3.13,15.32,Resultado obtenido mediante prototipo computacional del gemelo digital
6715,2019-05-07,GreatBarrier_Central_14,13.87,8.065,3.43,3.11,9.87,Resultado obtenido mediante prototipo computacional del gemelo digital
6716,2019-05-14,GreatBarrier_Central_14,13.86,8.115,3.67,3.16,7.67,Resultado obtenido mediante prototipo computacional del gemelo digital
6717,2019-05-28,GreatBarrier_Central_14,13.36,8.097,3.64,3.12,12.63,Resultado obtenido mediante prototipo computacional del gemelo digital
6718,2019-06-02,GreatBarrier_Central_14,13.26,8.068,3.3,3.16,4.7,Resultado obtenido mediante prototipo computacional del gemelo digital
6719,2019-06-04,GreatBarrier_Central_14,13.72,8.063,3.35,3.15,11.09,Resultado obtenido mediante prototipo computacional del gemelo digital
6720,2019-06-08,GreatBarrier_Central_14,13.63,8.058,3.28,3.15,11.62,Resultado obtenido mediante prototipo computacional del gemelo digital
6721,2019-06-11,GreatBarrier_Central_14,13.9,8.09,3.42,3.18,10.43,Resultado obtenido mediante prototipo computacional del gemelo digital
6722,2019-07-28,GreatBarrier_Central_14,13.42,8.073,3.39,3.16,13.79,Resultado obtenido mediante prototipo computacional del gemelo digital
6723,2019-07-30,GreatBarrier_Central_14,13.94,8.072,3.43,3.17,7.98,Resultado obtenido mediante prototipo computacional del gemelo digital
6724,2019-08-08,GreatBarrier_Central_14,13.05,8.081,3.49,3.15,5.48,Resultado obtenido mediante prototipo computacional del gemelo digital
6725,2019-08-12,GreatBarrier_Central_14,13.73,8.11,3.69,3.25,7.61,Resultado obtenido mediante prototipo computacional del gemelo digital
6726,2019-08-21,GreatBarrier_Central_14,13.44,8.094,3.58,3.15,7.65,Resultado obtenido mediante prototipo computacional del gemelo digital
6727,2019-08-29,GreatBarrier_Central_14,13.29,8.099,3.67,3.21,2.55,Resultado obtenido mediante prototipo computacional del gemelo digital
6728,2019-08-31,GreatBarrier_Central_14,13.48,8.088,3.44,3.11,14.69,Resultado obtenido mediante prototipo computacional del gemelo digital
6729,2019-09-04,GreatBarrier_Central_14,13.12,8.085,3.46,3.21,6.87,Resultado obtenido mediante prototipo computacional del gemelo digital
6730,2019-09-05,GreatBarrier_Central_14,13.44,8.087,3.56,3.21,5.09,Resultado obtenido mediante prototipo computacional del gemelo digital
6731,2019-09-20,GreatBarrier_Central_14,13.08,8.11,3.77,3.2,7.77,Resultado obtenido mediante prototipo computacional del gemelo digital
6732,2019-09-23,GreatBarrier_Central_14,13.66,8.1,3.64,3.22,7.24,Resultado obtenido mediante prototipo computacional del gemelo digital
6733,2019-10-04,GreatBarrier_Central_14,13.84,8.09,3.67,3.2,8.26,Resultado obtenido mediante prototipo computacional del gemelo digital
6734,2019-10-07,GreatBarrier_Central_14,13.27,8.12,3.85,3.23,7.34,Resultado obtenido mediante prototipo computacional del gemelo digital
6735,2019-10-10,GreatBarrier_Central_14,13.62,8.089,3.56,3.17,8.28,Resultado obtenido mediante prototipo computacional del gemelo digital
6736,2019-10-20,GreatBarrier_Central_14,13.25,8.094,3.67,3.15,2.4,Resultado obtenido mediante prototipo computacional del gemelo digital
6737,2019-10-26,GreatBarrier_Central_14,13.35,8.108,3.77,3.18,5.61,Resultado obtenido mediante prototipo computacional del gemelo digital
6738,2019-10-27,GreatBarrier_Central_14,13.73,8.088,3.62,3.25,4.44,Resultado obtenido mediante prototipo computacional del gemelo digital
6739,2019-11-08,GreatBarrier_Central_14,13.79,8.09,3.73,3.24,3.47,Resultado obtenido mediante prototipo computacional del gemelo digital
6740,2019-11-16,GreatBarrier_Central_14,13.27,8.122,3.9,3.18,7.95,Resultado obtenido mediante prototipo computacional del gemelo digital
6741,2019-11-26,GreatBarrier_Central_14,13.71,8.144,4.06,3.17,11.25,Resultado obtenido mediante prototipo computacional del gemelo digital
6742,2019-11-27,GreatBarrier_Central_14,13.49,8.099,3.75,3.17,6.46,Resultado obtenido mediante prototipo computacional del gemelo digital
6743,2019-11-30,GreatBarrier_Central_14,13.53,8.102,3.75,3.23,7.03,Resultado obtenido mediante prototipo computacional del gemelo digital
6744,2019-12-03,GreatBarrier_Central_14,13.07,8.102,3.72,3.12,9.04,Resultado obtenido mediante prototipo computacional del gemelo digital
6745,2019-12-05,GreatBarrier_Central_14,13.17,8.102,3.84,3.2,9.52,Resultado obtenido mediante prototipo computacional del gemelo digital
6746,2019-12-09,GreatBarrier_Central_14,13.68,8.112,3.77,3.16,5.42,Resultado obtenido mediante prototipo computacional del gemelo digital
6747,2019-12-21,GreatBarrier_Central_14,13.26,8.108,3.86,3.23,4.14,Resultado obtenido mediante prototipo computacional del gemelo digital
6748,2019-12-27,GreatBarrier_Central_14,13.18,8.113,3.82,3.19,8.95,Resultado obtenido mediante prototipo computacional del gemelo digital
6749,2020-01-12,GreatBarrier_Central_14,13.56,8.083,3.61,3.23,4.75,Resultado obtenido mediante prototipo computacional del gemelo digital
6750,2020-01-24,GreatBarrier_Central_14,13.75,8.091,3.69,3.14,11.53,Resultado obtenido mediante prototipo computacional del gemelo digital
6751,2020-02-14,GreatBarrier_Central_14,13.59,8.087,3.58,3.19,3.38,Resultado obtenido mediante prototipo computacional del gemelo digital
6752,2020-02-25,GreatBarrier_Central_14,13.02,8.12,3.72,3.19,6.85,Resultado obtenido mediante prototipo computacional del gemelo digital
6753,2020-03-04,GreatBarrier_Central_14,13.75,8.114,3.91,3.15,4.08,Resultado obtenido mediante prototipo computacional del gemelo digital
6754,2020-03-08,GreatBarrier_Central_14,13.19,8.109,3.77,3.2,6.94,Resultado obtenido mediante prototipo computacional del gemelo digital
6755,2020-03-11,GreatBarrier_Central_14,13.99,8.077,3.51,3.23,7.47,Resultado obtenido mediante prototipo computacional del gemelo digital
6756,2020-03-14,GreatBarrier_Central_14,13.91,8.067,3.41,3.18,5.22,Resultado obtenido mediante prototipo computacional del gemelo digital
6757,2020-03-28,GreatBarrier_Central_14,13.48,8.079,3.49,3.22,7.46,Resultado obtenido mediante prototipo computacional del gemelo digital
6758,2020-03-29,GreatBarrier_Central_14,13.55,8.071,3.49,3.15,6.81,Resultado obtenido mediante prototipo computacional del gemelo digital
6759,2020-03-30,GreatBarrier_Central_14,13.72,8.044,3.25,3.21,13.69,Resultado obtenido mediante prototipo computacional del gemelo digital
6760,2020-04-04,GreatBarrier_Central_14,13.04,8.076,3.48,3.23,6.48,Resultado obtenido mediante prototipo computacional del gemelo digital
6761,2020-04-09,GreatBarrier_Central_14,13.78,8.081,3.57,3.19,7.07,Resultado obtenido mediante prototipo computacional del gemelo digital
6762,2020-04-11,GreatBarrier_Central_14,13.46,8.087,3.49,3.17,7.78,Resultado obtenido mediante prototipo computacional del gemelo digital
6763,2020-04-12,GreatBarrier_Central_14,13.87,8.04,3.23,3.12,12.39,Resultado obtenido mediante prototipo computacional del gemelo digital
6764,2020-04-21,GreatBarrier_Central_14,13.23,8.085,3.52,3.22,8.19,Resultado obtenido mediante prototipo computacional del gemelo digital
6765,2020-04-26,GreatBarrier_Central_14,13.63,8.059,3.27,3.12,15.16,Resultado obtenido mediante prototipo computacional del gemelo digital
6766,2020-04-29,GreatBarrier_Central_14,13.24,8.091,3.61,3.11,8.97,Resultado obtenido mediante prototipo computacional del gemelo digital
6767,2020-05-04,GreatBarrier_Central_14,13.93,8.111,3.63,3.13,10.97,Resultado obtenido mediante prototipo computacional del gemelo digital
6768,2020-05-08,GreatBarrier_Central_14,13.19,8.092,3.57,3.23,6.83,Resultado obtenido mediante prototipo computacional del gemelo digital
6769,2020-05-10,GreatBarrier_Central_14,13.27,8.081,3.5,3.19,12.2,Resultado obtenido mediante prototipo computacional del gemelo digital
6770,2020-05-25,GreatBarrier_Central_14,13.9,8.063,3.26,3.14,12.55,Resultado obtenido mediante prototipo computacional del gemelo digital
6771,2020-06-12,GreatBarrier_Central_14,13.99,8.044,3.25,3.16,12.19,Resultado obtenido mediante prototipo computacional del gemelo digital
6772,2020-06-13,GreatBarrier_Central_14,13.79,8.056,3.24,3.2,5.88,Resultado obtenido mediante prototipo computacional del gemelo digital
6773,2020-06-26,GreatBarrier_Central_14,13.15,8.055,3.27,2.93,41.18,Resultado obtenido mediante prototipo computacional del gemelo digital
6774,2020-06-27,GreatBarrier_Central_14,13.27,8.042,3.14,3.13,10.48,Resultado obtenido mediante prototipo computacional del gemelo digital
6775,2020-06-28,GreatBarrier_Central_14,13.01,8.046,3.14,3.17,14.33,Resultado obtenido mediante prototipo computacional del gemelo digital
6776,2020-07-23,GreatBarrier_Central_14,13.75,8.082,3.4,3.19,5.98,Resultado obtenido mediante prototipo computacional del gemelo digital
6777,2020-08-05,GreatBarrier_Central_14,13.01,8.064,3.37,2.54,100.0,Resultado obtenido mediante prototipo computacional del gemelo digital
6778,2020-08-16,GreatBarrier_Central_14,13.06,8.068,3.32,3.2,5.76,Resultado obtenido mediante prototipo computacional del gemelo digital
6779,2020-08-18,GreatBarrier_Central_14,13.32,8.053,3.22,2.56,87.22,Resultado obtenido mediante prototipo computacional del gemelo digital
6780,2020-08-23,GreatBarrier_Central_14,13.92,8.047,3.18,3.18,11.58,Resultado obtenido mediante prototipo computacional del gemelo digital
6781,2020-09-02,GreatBarrier_Central_14,13.77,8.088,3.44,2.96,41.72,Resultado obtenido mediante prototipo computacional del gemelo digital
6782,2020-09-04,GreatBarrier_Central_14,13.47,8.041,3.19,3.18,7.79,Resultado obtenido mediante prototipo computacional del gemelo digital
6783,2020-09-13,GreatBarrier_Central_14,13.78,8.044,3.15,3.23,7.58,Resultado obtenido mediante prototipo computacional del gemelo digital
6784,2020-09-19,GreatBarrier_Central_14,13.92,8.08,3.5,3.17,14.33,Resultado obtenido mediante prototipo computacional del gemelo digital
6785,2020-10-09,GreatBarrier_Central_14,13.15,8.066,3.38,3.2,10.0,Resultado obtenido mediante prototipo computacional del gemelo digital
6786,2020-10-16,GreatBarrier_Central_14,14.0,8.104,3.65,3.24,6.17,Resultado obtenido mediante prototipo computacional del gemelo digital
6787,2020-10-18,GreatBarrier_Central_14,13.59,8.119,3.77,3.25,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
6788,2020-11-13,GreatBarrier_Central_14,13.51,8.074,3.59,3.24,5.26,Resultado obtenido mediante prototipo computacional del gemelo digital
6789,2020-11-16,GreatBarrier_Central_14,13.98,8.121,3.92,3.21,7.5,Resultado obtenido mediante prototipo computacional del gemelo digital
6790,2020-11-20,GreatBarrier_Central_14,13.19,8.103,3.85,3.18,2.2,Resultado obtenido mediante prototipo computacional del gemelo digital
6791,2020-12-01,GreatBarrier_Central_14,13.64,8.121,3.94,3.25,2.41,Resultado obtenido mediante prototipo computacional del gemelo digital
6792,2020-12-18,GreatBarrier_Central_14,13.11,8.117,3.86,3.25,1.57,Resultado obtenido mediante prototipo computacional del gemelo digital
6793,2020-12-19,GreatBarrier_Central_14,13.18,8.089,3.63,3.2,4.35,Resultado obtenido mediante prototipo computacional del gemelo digital
6794,2020-12-21,GreatBarrier_Central_14,13.85,8.107,3.76,3.25,2.86,Resultado obtenido mediante prototipo computacional del gemelo digital
6795,2020-12-31,GreatBarrier_Central_14,13.6,8.133,3.98,3.13,15.71,Resultado obtenido mediante prototipo computacional del gemelo digital
6796,2021-01-04,GreatBarrier_Central_14,13.43,8.138,4.02,3.25,3.68,Resultado obtenido mediante prototipo computacional del gemelo digital
6797,2021-01-05,GreatBarrier_Central_14,13.75,8.119,3.93,3.22,6.07,Resultado obtenido mediante prototipo computacional del gemelo digital
6798,2021-01-11,GreatBarrier_Central_14,13.89,8.109,3.82,3.25,0.23,Resultado obtenido mediante prototipo computacional del gemelo digital
6799,2021-01-13,GreatBarrier_Central_14,13.3,8.1,3.81,3.22,7.3,Resultado obtenido mediante prototipo computacional del gemelo digital
6800,2021-01-17,GreatBarrier_Central_14,13.36,8.063,3.51,3.2,3.66,Resultado obtenido mediante prototipo computacional del gemelo digital
6801,2021-01-20,GreatBarrier_Central_14,13.84,8.122,3.98,3.18,3.99,Resultado obtenido mediante prototipo computacional del gemelo digital
6802,2021-01-21,GreatBarrier_Central_14,13.21,8.126,3.92,3.16,11.32,Resultado obtenido mediante prototipo computacional del gemelo digital
6803,2021-01-22,GreatBarrier_Central_14,13.62,8.1,3.7,3.2,7.96,Resultado obtenido mediante prototipo computacional del gemelo digital
6804,2021-02-07,GreatBarrier_Central_14,13.07,8.132,3.98,3.18,5.16,Resultado obtenido mediante prototipo computacional del gemelo digital
6805,2021-02-08,GreatBarrier_Central_14,13.79,8.096,3.55,3.14,10.59,Resultado obtenido mediante prototipo computacional del gemelo digital
6806,2021-02-15,GreatBarrier_Central_14,13.73,8.102,3.67,3.25,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
6807,2021-02-17,GreatBarrier_Central_14,13.6,8.115,3.89,3.25,3.22,Resultado obtenido mediante prototipo computacional del gemelo digital
6808,2021-03-01,GreatBarrier_Central_14,13.65,8.087,3.5,3.2,3.45,Resultado obtenido mediante prototipo computacional del gemelo digital
6809,2021-03-05,GreatBarrier_Central_14,13.16,8.108,3.7,3.24,9.28,Resultado obtenido mediante prototipo computacional del gemelo digital
6810,2021-03-17,GreatBarrier_Central_14,13.87,8.098,3.63,3.21,9.66,Resultado obtenido mediante prototipo computacional del gemelo digital
6811,2021-03-21,GreatBarrier_Central_14,13.43,8.103,3.69,3.12,7.83,Resultado obtenido mediante prototipo computacional del gemelo digital
6812,2021-03-30,GreatBarrier_Central_14,13.79,8.073,3.39,3.1,12.52,Resultado obtenido mediante prototipo computacional del gemelo digital
6813,2021-04-08,GreatBarrier_Central_14,13.96,8.103,3.57,3.17,3.45,Resultado obtenido mediante prototipo computacional del gemelo digital
6814,2021-04-21,GreatBarrier_Central_14,13.24,8.003,2.9,3.25,13.74,Resultado obtenido mediante prototipo computacional del gemelo digital
6815,2021-04-24,GreatBarrier_Central_14,13.32,8.096,3.58,3.13,10.99,Resultado obtenido mediante prototipo computacional del gemelo digital
6816,2021-04-27,GreatBarrier_Central_14,13.19,8.069,3.48,3.23,2.34,Resultado obtenido mediante prototipo computacional del gemelo digital
6817,2021-04-28,GreatBarrier_Central_14,13.03,8.08,3.53,3.19,8.41,Resultado obtenido mediante prototipo computacional del gemelo digital
6818,2021-05-05,GreatBarrier_Central_14,13.62,8.061,3.31,3.08,10.59,Resultado obtenido mediante prototipo computacional del gemelo digital
6819,2021-05-11,GreatBarrier_Central_14,13.31,8.03,3.09,3.13,11.06,Resultado obtenido mediante prototipo computacional del gemelo digital
6820,2021-05-12,GreatBarrier_Central_14,13.8,8.09,3.48,3.16,13.68,Resultado obtenido mediante prototipo computacional del gemelo digital
6821,2021-05-21,GreatBarrier_Central_14,13.56,8.057,3.25,3.16,10.94,Resultado obtenido mediante prototipo computacional del gemelo digital
6822,2021-05-30,GreatBarrier_Central_14,13.15,8.092,3.44,3.18,8.0,Resultado obtenido mediante prototipo computacional del gemelo digital
6823,2021-05-31,GreatBarrier_Central_14,13.0,8.047,3.18,3.17,11.4,Resultado obtenido mediante prototipo computacional del gemelo digital
6824,2021-06-02,GreatBarrier_Central_14,13.35,8.047,3.26,3.15,11.42,Resultado obtenido mediante prototipo computacional del gemelo digital
6825,2021-07-12,GreatBarrier_Central_14,13.21,8.052,3.19,3.21,4.39,Resultado obtenido mediante prototipo computacional del gemelo digital
6826,2021-07-15,GreatBarrier_Central_14,13.13,8.042,3.19,3.2,9.8,Resultado obtenido mediante prototipo computacional del gemelo digital
6827,2021-07-20,GreatBarrier_Central_14,13.3,8.077,3.46,3.11,7.35,Resultado obtenido mediante prototipo computacional del gemelo digital
6828,2021-07-28,GreatBarrier_Central_14,13.67,8.054,3.21,3.21,9.71,Resultado obtenido mediante prototipo computacional del gemelo digital
6829,2021-08-04,GreatBarrier_Central_14,13.42,8.116,3.74,3.14,13.66,Resultado obtenido mediante prototipo computacional del gemelo digital
6830,2021-08-13,GreatBarrier_Central_14,13.92,8.053,3.19,3.08,7.25,Resultado obtenido mediante prototipo computacional del gemelo digital
6831,2021-09-08,GreatBarrier_Central_14,13.68,8.076,3.49,3.2,2.17,Resultado obtenido mediante prototipo computacional del gemelo digital
6832,2021-09-10,GreatBarrier_Central_14,13.75,8.074,3.43,3.17,13.03,Resultado obtenido mediante prototipo computacional del gemelo digital
6833,2021-09-14,GreatBarrier_Central_14,13.32,8.076,3.43,3.25,7.27,Resultado obtenido mediante prototipo computacional del gemelo digital
6834,2021-10-05,GreatBarrier_Central_14,13.61,8.082,3.53,3.2,9.42,Resultado obtenido mediante prototipo computacional del gemelo digital
6835,2021-10-08,GreatBarrier_Central_14,13.26,8.096,3.71,3.19,8.69,Resultado obtenido mediante prototipo computacional del gemelo digital
6836,2021-10-14,GreatBarrier_Central_14,13.99,8.102,3.7,3.16,8.96,Resultado obtenido mediante prototipo computacional del gemelo digital
6837,2021-10-15,GreatBarrier_Central_14,13.33,8.112,3.82,3.16,8.68,Resultado obtenido mediante prototipo computacional del gemelo digital
6838,2021-11-01,GreatBarrier_Central_14,13.53,8.084,3.67,3.17,8.34,Resultado obtenido mediante prototipo computacional del gemelo digital
6839,2021-11-06,GreatBarrier_Central_14,13.53,8.071,3.48,3.18,11.19,Resultado obtenido mediante prototipo computacional del gemelo digital
6840,2021-11-15,GreatBarrier_Central_14,13.42,8.096,3.66,3.21,5.67,Resultado obtenido mediante prototipo computacional del gemelo digital
6841,2021-11-19,GreatBarrier_Central_14,13.04,8.099,3.7,3.13,12.72,Resultado obtenido mediante prototipo computacional del gemelo digital
6842,2021-11-26,GreatBarrier_Central_14,13.76,8.069,3.56,3.24,4.77,Resultado obtenido mediante prototipo computacional del gemelo digital
