Record_ID,Date,Latitude,Longitude,Turbidity_NTU,PAR_umol_m2_s,B2_Blue_Reflectance,B3_Green_Reflectance,B4_Red_Reflectance,B8_NIR_Reflectance,Kd_490_m_inv,Scientific_Attribution
5323,2021-10-01,25.00969,-80.39489,0.16,1173.1,0.0426,0.0677,0.021,0.0031,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
5324,2021-10-04,25.01131,-80.39789,0.98,1156.6,0.0408,0.06,0.0209,0.0028,0.079,Resultado obtenido mediante prototipo computacional del gemelo digital
5325,2021-10-07,25.01507,-80.39998,0.54,1129.4,0.0453,0.0627,0.0247,0.0033,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
5326,2021-10-12,25.01194,-80.40941,0.87,1040.4,0.0484,0.065,0.0239,0.0038,0.074,Resultado obtenido mediante prototipo computacional del gemelo digital
5327,2021-10-16,25.02847,-80.40161,0.67,1062.4,0.0408,0.0614,0.0233,0.0029,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
5328,2021-10-17,25.03141,-80.40427,0.64,1109.1,0.0494,0.0619,0.0237,0.0033,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
5329,2021-10-22,25.01431,-80.38832,1.1,1113.4,0.0425,0.0699,0.024,0.0036,0.084,Resultado obtenido mediante prototipo computacional del gemelo digital
5330,2021-10-29,25.02797,-80.39415,0.23,1017.6,0.0483,0.0575,0.0223,0.0035,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5331,2021-11-12,25.02275,-80.4073,0.35,949.6,0.0485,0.0605,0.0206,0.0029,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
5332,2021-11-13,25.03298,-80.38796,0.12,1022.9,0.0415,0.0616,0.0243,0.0024,0.04,Resultado obtenido mediante prototipo computacional del gemelo digital
5333,2021-11-14,25.01075,-80.41156,1.21,972.1,0.044,0.0665,0.0184,0.0028,0.089,Resultado obtenido mediante prototipo computacional del gemelo digital
5334,2021-11-21,25.00696,-80.38731,0.9,965.2,0.0447,0.064,0.0174,0.004,0.076,Resultado obtenido mediante prototipo computacional del gemelo digital
5335,2021-11-23,25.01142,-80.39481,0.88,994.8,0.0412,0.069,0.0226,0.0037,0.075,Resultado obtenido mediante prototipo computacional del gemelo digital
5336,2021-11-25,25.01327,-80.41138,1.21,866.7,0.0447,0.0629,0.0198,0.0038,0.089,Resultado obtenido mediante prototipo computacional del gemelo digital
5337,2021-12-06,25.02922,-80.40382,0.27,1081.0,0.0412,0.0655,0.0193,0.0029,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
5338,2021-12-07,25.01328,-80.40281,0.8,987.3,0.0418,0.0644,0.0215,0.0029,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
5339,2021-12-08,25.00513,-80.4051,0.71,1017.3,0.043,0.0598,0.021,0.003,0.067,Resultado obtenido mediante prototipo computacional del gemelo digital
5340,2021-12-09,25.00885,-80.41153,0.82,962.3,0.0408,0.0541,0.0197,0.0027,0.072,Resultado obtenido mediante prototipo computacional del gemelo digital
5341,2021-12-14,25.03491,-80.39794,0.65,963.5,0.046,0.0555,0.0173,0.003,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
5342,2021-12-15,25.02254,-80.39608,0.37,990.4,0.0479,0.0643,0.0184,0.0027,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
5343,2021-12-18,25.01385,-80.40926,1.72,998.3,0.0497,0.0567,0.0203,0.0034,0.112,Resultado obtenido mediante prototipo computacional del gemelo digital
5344,2022-01-10,25.01844,-80.40344,0.2,1059.3,0.0417,0.0588,0.0196,0.0023,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
5345,2022-01-15,25.02607,-80.402,0.22,1096.9,0.041,0.0654,0.0232,0.0021,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5346,2022-01-21,25.00684,-80.40812,1.73,1149.5,0.0417,0.0679,0.0183,0.0033,0.113,Resultado obtenido mediante prototipo computacional del gemelo digital
5347,2022-01-24,25.0303,-80.39399,0.4,1192.0,0.0495,0.0598,0.0235,0.0022,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
5348,2022-01-25,25.01217,-80.39005,0.13,1009.4,0.0435,0.0593,0.0224,0.0023,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
5349,2022-01-31,25.00543,-80.38939,0.97,1222.4,0.0472,0.0636,0.0211,0.0038,0.079,Resultado obtenido mediante prototipo computacional del gemelo digital
5350,2022-02-03,25.01935,-80.38539,0.53,1243.6,0.0417,0.0607,0.0199,0.0023,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
5351,2022-02-16,25.02168,-80.40564,0.44,1321.2,0.0437,0.0699,0.0219,0.0039,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
5352,2022-02-22,25.03299,-80.40192,0.57,1421.7,0.0473,0.0547,0.0229,0.0033,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
5353,2022-02-27,25.0343,-80.38573,0.22,1417.8,0.0422,0.0577,0.024,0.0032,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5354,2022-03-13,25.00983,-80.41212,0.27,1592.6,0.0423,0.0683,0.0211,0.0036,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
5355,2022-03-14,25.0107,-80.40942,1.38,1547.4,0.0428,0.0642,0.0216,0.0039,0.097,Resultado obtenido mediante prototipo computacional del gemelo digital
5356,2022-03-15,25.01761,-80.38719,0.4,1492.0,0.0465,0.0589,0.0222,0.0027,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
5357,2022-03-24,25.0081,-80.39611,1.6,1599.3,0.0432,0.0618,0.0205,0.0037,0.107,Resultado obtenido mediante prototipo computacional del gemelo digital
5358,2022-03-29,25.01381,-80.41396,0.24,1670.6,0.041,0.0552,0.0182,0.0032,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
5359,2022-04-03,25.01807,-80.39102,0.14,1725.8,0.0462,0.064,0.0244,0.0023,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
5360,2022-04-04,25.00969,-80.39599,0.5,1739.6,0.0427,0.0639,0.0224,0.0022,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
5361,2022-04-11,25.01107,-80.39261,0.45,1748.3,0.0405,0.0575,0.0184,0.0021,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
5362,2022-04-17,25.01241,-80.4087,0.5,1779.5,0.0412,0.0662,0.0233,0.0032,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
5363,2022-04-21,25.00541,-80.38623,0.31,1678.3,0.0417,0.0667,0.0222,0.0025,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
5364,2022-05-01,25.03316,-80.39043,0.19,1836.2,0.0447,0.0658,0.02,0.0035,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
5365,2022-05-02,25.03437,-80.38815,0.5,1803.3,0.0406,0.0679,0.0189,0.0031,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
5366,2022-05-21,25.0215,-80.41273,0.51,1918.0,0.0492,0.0584,0.0184,0.0022,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
5367,2022-05-26,25.017,-80.39392,0.28,1852.6,0.045,0.0564,0.0222,0.0038,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
5368,2022-05-27,25.02064,-80.3877,0.8,1914.0,0.0416,0.0665,0.0193,0.0038,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
5369,2022-05-28,25.01833,-80.40325,0.2,1866.8,0.0489,0.0562,0.0236,0.0034,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
5370,2022-06-02,25.01767,-80.41393,0.47,1869.8,0.0432,0.0656,0.0193,0.0026,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
5371,2022-06-27,25.03255,-80.38768,0.75,1863.0,0.0454,0.0625,0.0238,0.003,0.069,Resultado obtenido mediante prototipo computacional del gemelo digital
5372,2022-06-30,25.01269,-80.38746,0.25,1908.4,0.047,0.0659,0.0185,0.0033,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
5373,2022-07-03,25.00521,-80.39051,1.93,1731.4,0.0487,0.0687,0.0218,0.0035,0.122,Resultado obtenido mediante prototipo computacional del gemelo digital
5374,2022-07-15,25.02999,-80.40969,0.36,1729.1,0.0465,0.0656,0.0196,0.0032,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
5375,2022-07-19,25.00982,-80.40716,0.21,1679.7,0.0458,0.0682,0.0227,0.002,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
5376,2022-07-27,25.0061,-80.40679,1.05,1611.2,0.0458,0.0679,0.0195,0.0029,0.082,Resultado obtenido mediante prototipo computacional del gemelo digital
5377,2022-07-28,25.00596,-80.39103,0.56,1626.7,0.0439,0.0693,0.0201,0.0039,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
5378,2022-08-14,25.02146,-80.39127,0.25,1606.0,0.0456,0.0667,0.0218,0.0032,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
5379,2022-08-25,25.00639,-80.40188,0.49,1422.4,0.0417,0.0618,0.0238,0.0021,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
5380,2022-08-26,25.02421,-80.40064,0.5,1489.6,0.043,0.0669,0.0239,0.0033,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
5381,2022-08-31,25.00618,-80.39281,1.11,1333.3,0.047,0.0653,0.0171,0.0036,0.085,Resultado obtenido mediante prototipo computacional del gemelo digital
5382,2022-09-01,25.03021,-80.39039,0.69,1405.2,0.0496,0.0675,0.0239,0.0039,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
5383,2022-09-09,25.01372,-80.3967,0.27,1346.7,0.0463,0.0549,0.0223,0.0036,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
5384,2022-09-11,25.033,-80.3888,0.36,1295.7,0.0404,0.06,0.0181,0.0036,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
5385,2022-09-12,25.00503,-80.38584,0.13,1342.5,0.0476,0.0592,0.024,0.0024,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
5386,2022-09-16,25.00924,-80.40953,0.38,1250.5,0.0478,0.0697,0.0242,0.0032,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
5387,2022-10-09,25.031,-80.39747,0.32,1082.6,0.0421,0.0586,0.0237,0.0034,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
5388,2022-10-10,25.01886,-80.39334,0.23,1158.5,0.0494,0.0664,0.0247,0.0024,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5389,2022-10-11,25.03282,-80.40183,0.93,1151.6,0.0479,0.0679,0.0236,0.0023,0.077,Resultado obtenido mediante prototipo computacional del gemelo digital
5390,2022-10-13,25.01304,-80.39595,0.48,1083.0,0.0445,0.0579,0.019,0.0026,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
5391,2022-10-14,25.01172,-80.40894,0.46,1137.7,0.0484,0.0689,0.0248,0.0023,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
5392,2022-10-23,25.00511,-80.4072,0.52,1113.5,0.0486,0.0677,0.0205,0.0033,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
5393,2022-10-25,25.01534,-80.39357,0.3,1092.7,0.048,0.0609,0.0185,0.0028,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
5394,2022-11-05,25.01694,-80.3908,0.84,1013.4,0.0413,0.0689,0.0209,0.0022,0.073,Resultado obtenido mediante prototipo computacional del gemelo digital
5395,2022-11-23,25.03026,-80.4138,0.52,1105.9,0.0442,0.0641,0.0201,0.0021,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
5396,2022-12-01,25.01709,-80.40652,0.53,1017.3,0.0476,0.0649,0.024,0.004,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
5397,2022-12-05,25.03328,-80.41276,0.83,954.0,0.0429,0.055,0.0178,0.0022,0.072,Resultado obtenido mediante prototipo computacional del gemelo digital
5398,2022-12-10,25.00762,-80.38689,0.26,851.6,0.044,0.064,0.0207,0.0023,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
5399,2022-12-17,25.00593,-80.39788,0.34,974.3,0.0406,0.0642,0.0192,0.0021,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
5400,2022-12-19,25.0249,-80.38723,1.43,991.7,0.0437,0.0652,0.0186,0.003,0.099,Resultado obtenido mediante prototipo computacional del gemelo digital
5401,2022-12-21,25.01853,-80.38999,1.04,991.5,0.0484,0.059,0.0229,0.0036,0.082,Resultado obtenido mediante prototipo computacional del gemelo digital
5402,2023-01-04,25.00518,-80.41268,0.46,1107.4,0.042,0.0694,0.0171,0.0036,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
5403,2023-01-07,25.02313,-80.41474,0.23,993.2,0.0422,0.058,0.024,0.0028,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5404,2023-01-12,25.02501,-80.39528,1.27,1054.1,0.0462,0.064,0.0183,0.0035,0.092,Resultado obtenido mediante prototipo computacional del gemelo digital
5405,2023-01-18,25.03421,-80.39596,0.15,1252.0,0.0421,0.0646,0.0221,0.0039,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
5406,2023-01-23,25.00921,-80.38545,1.09,1157.6,0.0455,0.0617,0.0206,0.0036,0.084,Resultado obtenido mediante prototipo computacional del gemelo digital
5407,2023-01-29,25.02354,-80.38758,0.72,1135.0,0.0419,0.0541,0.0227,0.0034,0.067,Resultado obtenido mediante prototipo computacional del gemelo digital
5408,2023-01-31,25.02946,-80.38994,0.72,1193.4,0.0455,0.0652,0.0215,0.0035,0.067,Resultado obtenido mediante prototipo computacional del gemelo digital
5409,2023-02-03,25.02983,-80.408,0.88,1253.3,0.0494,0.0545,0.0176,0.0034,0.075,Resultado obtenido mediante prototipo computacional del gemelo digital
5410,2023-02-06,25.00691,-80.39555,0.54,1259.4,0.0414,0.0635,0.0225,0.0032,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
5411,2023-02-07,25.03122,-80.3885,1.32,1218.9,0.0442,0.0655,0.0228,0.0026,0.094,Resultado obtenido mediante prototipo computacional del gemelo digital
5412,2023-03-07,25.02231,-80.40719,0.66,1481.8,0.0471,0.0623,0.022,0.0039,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
5413,2023-03-14,25.03428,-80.40859,0.64,1524.8,0.0467,0.0582,0.019,0.0023,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
5414,2023-03-17,25.02931,-80.38782,0.25,1535.9,0.0422,0.067,0.0179,0.0024,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
5415,2023-03-21,25.01544,-80.39536,0.27,1666.0,0.0493,0.0543,0.0188,0.0031,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
5416,2023-03-25,25.02217,-80.39363,0.23,1716.5,0.0483,0.0691,0.0236,0.0025,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5417,2023-03-28,25.01076,-80.39845,1.42,1603.0,0.0476,0.0679,0.0224,0.0023,0.099,Resultado obtenido mediante prototipo computacional del gemelo digital
5418,2023-03-29,25.02419,-80.41462,0.6,1589.4,0.0489,0.0606,0.0182,0.0033,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
5419,2023-04-16,25.00814,-80.3971,0.23,1744.4,0.0423,0.0653,0.0197,0.0023,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5420,2023-04-17,25.00737,-80.41184,0.16,1813.2,0.0487,0.0691,0.0195,0.0029,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
5421,2023-04-29,25.03314,-80.39209,1.06,1730.1,0.0497,0.0618,0.0235,0.0028,0.083,Resultado obtenido mediante prototipo computacional del gemelo digital
5422,2023-05-10,25.02904,-80.39256,0.6,1863.0,0.0413,0.0549,0.0194,0.0021,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
5423,2023-05-16,25.00878,-80.38582,2.16,1768.9,0.043,0.059,0.0232,0.0028,0.132,Resultado obtenido mediante prototipo computacional del gemelo digital
5424,2023-05-23,25.0121,-80.38659,0.2,1873.0,0.0467,0.0649,0.0182,0.003,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
5425,2023-05-28,25.01532,-80.39176,0.34,1843.4,0.0413,0.0678,0.0234,0.0027,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
5426,2023-05-31,25.02582,-80.40278,1.24,1809.2,0.0445,0.0566,0.0191,0.0023,0.091,Resultado obtenido mediante prototipo computacional del gemelo digital
5427,2023-06-08,25.01685,-80.38675,0.65,1957.8,0.0438,0.0697,0.0179,0.0034,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
5428,2023-06-09,25.01479,-80.38535,0.28,1888.1,0.0494,0.0658,0.0213,0.0038,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
5429,2023-06-15,25.02677,-80.39325,0.19,1882.1,0.0417,0.061,0.0175,0.0035,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
5430,2023-06-23,25.02645,-80.39254,0.54,1831.9,0.0474,0.0587,0.0202,0.0036,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
5431,2023-06-28,25.02814,-80.38776,0.34,1794.8,0.0472,0.0639,0.0179,0.0025,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
5432,2023-06-29,25.02081,-80.41262,0.7,1816.9,0.0496,0.058,0.0204,0.0032,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
5433,2023-07-04,25.03119,-80.38899,0.68,1761.1,0.0478,0.0642,0.0224,0.0025,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
5434,2023-07-19,25.01155,-80.4132,0.21,1780.6,0.043,0.0544,0.0248,0.003,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
5435,2023-07-27,25.0257,-80.39795,1.08,1649.0,0.0451,0.0671,0.0209,0.0023,0.084,Resultado obtenido mediante prototipo computacional del gemelo digital
5436,2023-08-18,25.01982,-80.40583,0.32,1527.6,0.0411,0.0581,0.0232,0.0032,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
5437,2023-08-21,25.01199,-80.40403,0.74,1558.1,0.0407,0.0643,0.0199,0.0026,0.068,Resultado obtenido mediante prototipo computacional del gemelo digital
5438,2023-08-23,25.0294,-80.41495,0.49,1542.1,0.0437,0.0562,0.0219,0.0029,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
5439,2023-09-03,25.009,-80.41396,0.31,1491.4,0.0423,0.068,0.0228,0.0025,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
5440,2023-09-11,25.02848,-80.38529,0.23,1330.0,0.043,0.0554,0.0195,0.0031,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5441,2023-09-13,25.00638,-80.40974,2.26,1225.6,0.0452,0.0582,0.0245,0.003,0.137,Resultado obtenido mediante prototipo computacional del gemelo digital
5442,2023-09-14,25.01141,-80.39898,1.27,1294.2,0.0464,0.0627,0.0214,0.0027,0.092,Resultado obtenido mediante prototipo computacional del gemelo digital
5443,2023-09-20,25.03092,-80.40031,0.44,1212.1,0.0492,0.0585,0.0227,0.0026,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
5444,2023-09-25,25.0219,-80.39975,1.12,1291.0,0.0435,0.0545,0.0171,0.0022,0.085,Resultado obtenido mediante prototipo computacional del gemelo digital
5445,2023-10-16,25.03212,-80.40931,0.43,1115.6,0.0439,0.066,0.0223,0.0026,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
5446,2023-10-29,25.0053,-80.38641,0.6,1091.8,0.0461,0.0592,0.0233,0.0028,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
5447,2023-10-31,25.01171,-80.41015,0.13,1052.8,0.0484,0.0643,0.0206,0.0034,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
5448,2023-11-05,25.00953,-80.39466,0.43,1064.2,0.0439,0.054,0.0175,0.0021,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
5449,2023-11-09,25.02912,-80.40775,0.49,997.8,0.0408,0.0668,0.0186,0.0021,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
5450,2023-11-18,25.03247,-80.39819,0.31,895.1,0.0422,0.0588,0.0247,0.0031,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
5451,2023-11-21,25.02905,-80.40528,0.27,964.3,0.0488,0.0692,0.0177,0.0026,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
5452,2023-12-13,25.02167,-80.41432,0.48,1059.0,0.0493,0.0646,0.0212,0.0021,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
5453,2023-12-14,25.01384,-80.39462,0.2,971.7,0.0463,0.056,0.0235,0.0038,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
5454,2023-12-19,25.02016,-80.40995,1.31,902.5,0.0408,0.0693,0.0223,0.0026,0.094,Resultado obtenido mediante prototipo computacional del gemelo digital
5455,2023-12-20,25.00949,-80.3937,0.37,951.6,0.0494,0.0601,0.0193,0.0027,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
5456,2023-12-22,25.0116,-80.3881,0.57,992.9,0.0453,0.0661,0.0188,0.0033,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
5457,2023-12-27,25.00823,-80.40763,0.7,964.0,0.0412,0.0564,0.0221,0.0021,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
5458,2024-01-04,25.00612,-80.38973,1.28,1018.0,0.0409,0.0557,0.0219,0.0034,0.093,Resultado obtenido mediante prototipo computacional del gemelo digital
5459,2024-01-10,25.02294,-80.38988,0.45,1126.7,0.0492,0.0615,0.022,0.0028,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
5460,2024-01-12,25.01667,-80.41303,0.57,1140.2,0.0404,0.0561,0.0195,0.0039,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
5461,2024-01-23,25.01608,-80.39389,0.19,1221.7,0.049,0.06,0.02,0.0029,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
5462,2024-02-12,25.01375,-80.4024,0.94,1331.8,0.0458,0.0686,0.0177,0.0035,0.077,Resultado obtenido mediante prototipo computacional del gemelo digital
5463,2024-02-18,25.01074,-80.39498,0.55,1302.3,0.0483,0.069,0.0184,0.0023,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
5464,2024-02-19,25.01177,-80.39185,0.84,1237.5,0.0475,0.0541,0.0179,0.0025,0.073,Resultado obtenido mediante prototipo computacional del gemelo digital
5465,2024-03-07,25.02498,-80.40614,1.34,1455.6,0.042,0.0549,0.0231,0.0039,0.095,Resultado obtenido mediante prototipo computacional del gemelo digital
5466,2024-03-09,25.01197,-80.3966,0.25,1472.2,0.0466,0.0566,0.0177,0.0034,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
5467,2024-03-19,25.01274,-80.40347,0.67,1564.4,0.0426,0.0578,0.019,0.003,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
5468,2024-04-12,25.00647,-80.39344,0.24,1786.0,0.0469,0.069,0.0224,0.0033,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
5469,2024-04-18,25.027,-80.41222,0.43,1738.9,0.042,0.0641,0.0192,0.0032,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
5470,2024-05-11,25.02496,-80.41382,1.62,1741.5,0.0454,0.0606,0.0224,0.0035,0.108,Resultado obtenido mediante prototipo computacional del gemelo digital
5471,2024-05-16,25.03247,-80.38501,0.43,1903.7,0.0486,0.0666,0.0248,0.0022,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
5472,2024-05-17,25.01506,-80.38746,0.18,1832.7,0.0452,0.0601,0.0212,0.0021,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
5473,2024-05-28,25.02404,-80.41231,1.34,1777.6,0.0412,0.0686,0.0171,0.0021,0.095,Resultado obtenido mediante prototipo computacional del gemelo digital
5474,2024-06-04,25.02945,-80.39861,0.38,1862.9,0.0491,0.0654,0.0181,0.0036,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
5475,2024-06-27,25.02161,-80.38521,1.61,1780.6,0.0476,0.067,0.0183,0.0031,0.107,Resultado obtenido mediante prototipo computacional del gemelo digital
5476,2024-07-07,25.02064,-80.38734,0.33,1797.9,0.0467,0.0571,0.019,0.0031,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
5477,2024-07-08,25.03497,-80.39907,0.44,1833.3,0.0478,0.0613,0.0226,0.0023,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
5478,2024-07-12,25.01984,-80.39111,0.31,1851.9,0.0447,0.0632,0.0219,0.003,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
5479,2024-07-24,25.01631,-80.40861,0.56,1677.1,0.0424,0.0678,0.019,0.0026,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
5480,2024-07-25,25.02275,-80.41425,0.85,1659.6,0.0457,0.0586,0.0199,0.0027,0.073,Resultado obtenido mediante prototipo computacional del gemelo digital
5481,2024-08-28,25.02449,-80.39797,0.23,1464.0,0.0454,0.0637,0.0224,0.0036,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5482,2024-08-30,25.0213,-80.38634,0.39,1423.0,0.0452,0.059,0.023,0.0032,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
5483,2024-08-31,25.02932,-80.39443,0.82,1315.3,0.0485,0.0681,0.0225,0.0025,0.072,Resultado obtenido mediante prototipo computacional del gemelo digital
5484,2024-09-05,25.03359,-80.39548,0.22,1256.3,0.043,0.0681,0.0211,0.0032,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5485,2024-09-06,25.01023,-80.39437,0.73,1377.1,0.0498,0.0643,0.0209,0.0026,0.068,Resultado obtenido mediante prototipo computacional del gemelo digital
5486,2024-09-15,25.03151,-80.40452,0.31,1385.4,0.0495,0.0589,0.0193,0.0034,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
5487,2024-09-24,25.01353,-80.39092,0.2,1327.4,0.0452,0.0666,0.0174,0.0022,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
5488,2024-09-25,25.02112,-80.41485,0.83,1259.8,0.0474,0.0694,0.0202,0.0035,0.072,Resultado obtenido mediante prototipo computacional del gemelo digital
5489,2024-09-27,25.03494,-80.40789,0.26,1288.3,0.0433,0.0545,0.0197,0.0034,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
5490,2024-10-06,25.02246,-80.39127,0.47,1256.7,0.0442,0.0594,0.0229,0.0031,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
5491,2024-10-08,25.01723,-80.39374,1.21,1088.2,0.0452,0.07,0.0173,0.0034,0.089,Resultado obtenido mediante prototipo computacional del gemelo digital
5492,2024-10-16,25.00786,-80.38781,0.34,1194.8,0.0489,0.067,0.0181,0.0022,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
5493,2024-10-18,25.02296,-80.39129,0.16,1119.7,0.0489,0.0634,0.022,0.002,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
5494,2024-10-25,25.0311,-80.40545,1.34,1037.4,0.0471,0.0675,0.0243,0.0028,0.095,Resultado obtenido mediante prototipo computacional del gemelo digital
5495,2024-11-09,25.00761,-80.39068,0.23,1030.5,0.0413,0.0579,0.0233,0.0037,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
5496,2024-11-17,25.02035,-80.38946,0.93,923.0,0.0459,0.054,0.0196,0.0033,0.077,Resultado obtenido mediante prototipo computacional del gemelo digital
